,Players,Position,Clubs,league,age,nationality,overall,Continent,Homegrown,Starts/Apps,Subbed Off/Apps,Overall Apps,Average Form,Goals/Apps,Assists/Apps,Clean Sheets/Apps
1740,Bostjan Cesar,Defender,CHIE,Italian Serie A,34,Slovenia,76,Europe,False,0.9384615384615385,0.038461538461538464,130.0,2.353846153846154,0.023076923076923078,0.0,0.3230769230769231
1741,Djamel Mesbah,Midfielder,PARM,Swiss Super League,32,Algeria,73,Africa,False,0.9411764705882353,0.11764705882352941,17.0,2.3529411764705883,0.11764705882352941,0.058823529411764705,0.0
1742,Stefan Scepovic,Forward,,Spanish Segunda Division,27,Serbia,72,Europe,False,0.5,0.17647058823529413,34.0,2.3529411764705883,0.17647058823529413,0.029411764705882353,0.0
1743,Kyle Naughton,Defender,SPURS,English Premier League,28,England,75,Europe,True,0.9215686274509803,0.17647058823529413,51.0,2.3529411764705883,0.0,0.058823529411764705,0.23529411764705882
1744,Marcelo Estigarribia,Forward,,Argentinian Superliga,29,Paraguay,72,South America,False,0.8529411764705882,0.4411764705882353,34.0,2.3529411764705883,0.058823529411764705,0.08823529411764706,0.0
1745,Marco Benassi,Midfielder,TOCA,Italian Serie A,22,Italy,79,Europe,True,0.7294117647058823,0.4823529411764706,85.0,2.3529411764705883,0.12941176470588237,0.07058823529411765,0.0
1746,Edouard Butin,Forward,SOCH,French Ligue 2,29,France,66,Europe,False,0.29411764705882354,0.35294117647058826,17.0,2.3529411764705883,0.17647058823529413,0.058823529411764705,0.0
1747,Benedikt Howedes,Defender,SCH4,Italian Serie A,29,Germany,83,Europe,False,0.952,0.016,125.0,2.352,0.04,0.016,0.232
1748,N'Golo Kante,Midfielder,LEICSC,English Premier League,26,France,87,Europe,False,0.8918918918918919,0.05405405405405406,37.0,2.3513513513513513,0.02702702702702703,0.13513513513513514,0.0
1749,Marco Russ,Defender,EF,German Bundesliga,31,Germany,74,Europe,True,0.9278350515463918,0.1134020618556701,97.0,2.350515463917526,0.09278350515463918,0.08247422680412371,0.18556701030927836
1750,Milos Jojic,Midfielder,BD1,German Bundesliga,25,Serbia,76,Europe,False,0.45,0.25,20.0,2.35,0.2,0.05,0.0
1751,Pablo Hernandez,Midfielder,RAVA,Spanish Primera Division,30,Chile,80,South America,False,0.8666666666666667,0.38333333333333336,60.0,2.35,0.08333333333333333,0.11666666666666667,0.0
1752,Nicolas Gaitan,Midfielder,,Spanish Primera Division,29,Argentina,83,South America,False,0.4782608695652174,0.30434782608695654,23.0,2.347826086956522,0.13043478260869565,0.08695652173913043,0.0
1753,Matej Vydra,Forward,WBFC,English Championship,25,Czech Republic,70,Europe,False,0.30434782608695654,0.30434782608695654,23.0,2.347826086956522,0.13043478260869565,0.13043478260869565,0.0
1754,Adam Ounas,Midfielder,GIBO,Italian Serie A,20,Algeria,72,Africa,False,0.5306122448979592,0.2857142857142857,49.0,2.3469387755102042,0.16326530612244897,0.08163265306122448,0.0
1755,Admir Mehmedi,Forward,BL1,German Bundesliga,26,Switzerland,76,Europe,False,0.5918367346938775,0.40816326530612246,49.0,2.3469387755102042,0.10204081632653061,0.10204081632653061,0.0
1756,Joaquin,Midfielder,FIOR,Spanish Primera Division,35,Spain,79,Europe,True,0.5918367346938775,0.3877551020408163,49.0,2.3469387755102042,0.08163265306122448,0.12244897959183673,0.0
1757,Federico Ricca,Defender,MALA,Spanish Primera Division,22,Uruguay,74,South America,False,0.896551724137931,0.20689655172413793,29.0,2.3448275862068964,0.034482758620689655,0.034482758620689655,0.20689655172413793
1758,Yevhen Konoplyanka,Midfielder,SEVI,German Bundesliga,27,Ukraine,79,Europe,False,0.46875,0.25,32.0,2.34375,0.125,0.125,0.0
1759,Enzo Roco,Defender,,Mexican Liga MX,24,Chile,75,South America,False,1.0,0.0,32.0,2.34375,0.03125,0.03125,0.28125
1760,Rudy Gestede,Forward,AVILLA,English Championship,28,Benin,73,Africa,False,0.4375,0.09375,32.0,2.34375,0.15625,0.0625,0.0
1761,Jack Colback,Midfielder,NEWU,English Premier League,27,England,73,Europe,True,0.984375,0.171875,64.0,2.34375,0.078125,0.109375,0.0
1762,Gokhan Inler,Midfielder,NAPO,Turkish Super Lig,33,Switzerland,77,Europe,False,0.8352941176470589,0.27058823529411763,85.0,2.3411764705882354,0.10588235294117647,0.058823529411764705,0.0
1763,Vincent Nogueira,Midfielder,SOCH,French Ligue 1,29,France,73,Europe,True,0.8409090909090909,0.20454545454545456,44.0,2.340909090909091,0.06818181818181818,0.06818181818181818,0.0
1764,Nicolo Cherubin,Defender,BOLO,Italian Serie A,30,Italy,70,Europe,True,0.9772727272727273,0.2727272727272727,44.0,2.340909090909091,0.045454545454545456,0.022727272727272728,0.1590909090909091
1765,Matias Fernandez,Midfielder,FIOR,Mexican Liga MX,31,Chile,78,South America,False,0.5779816513761468,0.25688073394495414,109.0,2.3394495412844036,0.07339449541284404,0.1559633027522936,0.0
1766,James Collins,Defender,WESTHAM,English Premier League,33,Wales,76,Europe,False,0.8842975206611571,0.09917355371900827,121.0,2.3388429752066116,0.024793388429752067,0.008264462809917356,0.2644628099173554
1767,Marko Marin,Midfielder,CHEL,Greek Super League,28,Germany,75,Europe,False,0.3333333333333333,0.3333333333333333,6.0,2.3333333333333335,0.16666666666666666,0.16666666666666666,0.0
1768,Jonathan Martins Pereira,Defender,TROY,French Ligue 1,31,France,71,Europe,True,1.0,0.18518518518518517,27.0,2.3333333333333335,0.0,0.14814814814814814,0.25925925925925924
1769,Eljero Elia,Forward,WB1,Turkish Super Lig,30,Netherlands,78,Europe,False,0.7894736842105263,0.5614035087719298,57.0,2.3333333333333335,0.07017543859649122,0.10526315789473684,0.0
1770,Darren Bent,Forward,FFC,English Championship,33,England,71,Europe,False,0.4583333333333333,0.16666666666666666,24.0,2.3333333333333335,0.125,0.08333333333333333,0.0
1771,Alex Telles,Defender,INTE,Portuguese Primeira Liga,24,Brazil,80,South America,False,0.8571428571428571,0.38095238095238093,21.0,2.3333333333333335,0.0,0.047619047619047616,0.23809523809523808
1772,Roger Espinoza,Midfielder,WAFC,USA Major League Soccer,30,Honduras,71,North America,False,0.5,0.16666666666666666,12.0,2.3333333333333335,0.08333333333333333,0.16666666666666666,0.0
1773,Liam Rosenior,Defender,HULL,English Premier League,32,England,71,Europe,True,0.6428571428571429,0.21428571428571427,42.0,2.3333333333333335,0.023809523809523808,0.09523809523809523,0.14285714285714285
1774,Nikola Maksimovic,Defender,TOCA,Italian Serie A,25,Serbia,79,Europe,False,0.9545454545454546,0.045454545454545456,66.0,2.3333333333333335,0.0,0.06060606060606061,0.21212121212121213
1775,Nicolas Isimat-Mirin,Defender,ASMO,Holland Eredivisie,25,France,75,Europe,False,0.8333333333333334,0.0,6.0,2.3333333333333335,0.0,0.0,0.16666666666666666
1776,Alen Halilovic,Midfielder,,Spanish Primera Division,21,Croatia,77,Europe,False,0.6666666666666666,0.25,36.0,2.3333333333333335,0.08333333333333333,0.1388888888888889,0.0
1777,Elias Kachunga,Forward,,English Premier League,25,DR Congo,72,Africa,False,0.6428571428571429,0.35714285714285715,42.0,2.3333333333333335,0.14285714285714285,0.023809523809523808,0.0
1778,Jean Christophe Bahebeck,Forward,PSG,Holland Eredivisie,24,France,72,Europe,False,0.2,0.13333333333333333,15.0,2.3333333333333335,0.13333333333333333,0.2,0.0
1779,Kevin Wimmer,Defender,SPURS,English Premier League,24,Austria,78,Europe,False,0.8666666666666667,0.13333333333333333,15.0,2.3333333333333335,0.0,0.0,0.26666666666666666
1780,Zoltan Stieber,Midfielder,HSV,USA Major League Soccer,28,Hungary,70,Europe,False,0.5925925925925926,0.14814814814814814,27.0,2.3333333333333335,0.1111111111111111,0.07407407407407407,0.0
1781,Andros Townsend,Midfielder,SPURS,English Premier League,25,England,78,Europe,True,0.6133333333333333,0.26666666666666666,75.0,2.3333333333333335,0.12,0.06666666666666667,0.0
1782,Joel Campbell,Forward,ARSL,Spanish Primera Division,25,Costa Rica,77,North America,False,0.6923076923076923,0.46153846153846156,39.0,2.3333333333333335,0.10256410256410256,0.05128205128205128,0.0
1783,David Lopez,Midfielder,RCDE,Spanish Primera Division,27,Spain,78,Europe,True,1.0,0.10144927536231885,69.0,2.3333333333333335,0.07246376811594203,0.043478260869565216,0.0
1784,Beto,Goalkeeper,SEVI,Turkish Super Lig,35,Portugal,76,Europe,False,1.0,0.057971014492753624,69.0,2.3333333333333335,0.0,0.0,0.2608695652173913
1785,Dennis Aogo,Defender,HSV,German Bundesliga,30,Germany,74,Europe,True,0.8205128205128205,0.20512820512820512,39.0,2.3333333333333335,0.05128205128205128,0.20512820512820512,0.1282051282051282
1786,Marten de Roon,Midfielder,MFC,Italian Serie A,26,Netherlands,75,Europe,False,0.9696969696969697,0.15151515151515152,33.0,2.3333333333333335,0.12121212121212122,0.0,0.0
1787,Raphael Framberger,Defender,,German Bundesliga,21,Germany,65,Europe,True,0.6666666666666666,0.3333333333333333,3.0,2.3333333333333335,0.0,0.3333333333333333,0.0
1788,Dodo,Defender,ROMA,Italian Serie A,25,Brazil,73,South America,False,0.7333333333333333,0.26666666666666666,30.0,2.3333333333333335,0.0,0.03333333333333333,0.23333333333333334
1789,Valter Birsa,Forward,MILA,Italian Serie A,30,Slovenia,80,Europe,False,0.6666666666666666,0.6,15.0,2.3333333333333335,0.13333333333333333,0.0,0.0
1790,Jeremy Pied,Defender,OLLY,English Premier League,28,France,73,Europe,False,0.6666666666666666,0.4444444444444444,27.0,2.3333333333333335,0.0,0.1111111111111111,0.1111111111111111
1791,Ezequiel Garay,Defender,VALA,Spanish Primera Division,30,Argentina,83,South America,False,1.0,0.07407407407407407,27.0,2.3333333333333335,0.14814814814814814,0.0,0.18518518518518517
1792,Javier Varas,Goalkeeper,SEVI,Spanish Segunda Division,34,Spain,77,Europe,False,0.8333333333333334,0.0,6.0,2.3333333333333335,0.0,0.0,0.16666666666666666
1793,Oriol Romeu,Defender,CHEL,English Premier League,25,Spain,79,Europe,False,0.6666666666666666,0.5,6.0,2.3333333333333335,0.0,0.0,0.16666666666666666
1794,Walace,Midfielder,HSV,German Bundesliga,22,Brazil,74,South America,False,1.0,0.4444444444444444,9.0,2.3333333333333335,0.1111111111111111,0.0,0.0
1795,Nicolas Saint-Ruf,Defender,MHSC,French Ligue 2,24,France,69,Europe,False,0.9166666666666666,0.08333333333333333,12.0,2.3333333333333335,0.0,0.08333333333333333,0.25
1796,Victor Wanyama,Midfielder,SPURS,English Premier League,26,Kenya,82,Africa,False,0.9722222222222222,0.1388888888888889,36.0,2.3333333333333335,0.1111111111111111,0.027777777777777776,0.0
1797,Younes Kaboul,Defender,SUND,English Premier League,31,France,75,Europe,False,0.9782608695652174,0.13043478260869565,46.0,2.3260869565217392,0.043478260869565216,0.021739130434782608,0.21739130434782608
1798,Andres Fernandez,Goalkeeper,OSAS,Spanish Primera Division,30,Spain,76,Europe,True,1.0,0.0,74.0,2.324324324324324,0.0,0.0,0.2702702702702703
1799,Charles Aranguiz,Midfielder,BL1,German Bundesliga,28,Chile,78,South America,False,0.7941176470588235,0.29411764705882354,34.0,2.323529411764706,0.11764705882352941,0.08823529411764706,0.0
1800,Aurelien Chedjou,Midfielder,LILL,Turkish Super Lig,32,Cameroon,77,Africa,False,1.0,0.058823529411764705,34.0,2.323529411764706,0.08823529411764706,0.029411764705882353,0.0
1801,Sebastian Jung,Forward,EF,German Bundesliga,27,Germany,75,Europe,True,1.0,0.03225806451612903,62.0,2.3225806451612905,0.016129032258064516,0.12903225806451613,0.0
1802,Panagiotis Tachtsidis,Midfielder,TOCA,Greek Super League,26,Greece,75,Europe,False,0.92,0.12,25.0,2.32,0.0,0.2,0.0
1803,Ivan Perisic,Midfielder,BD1,Italian Serie A,28,Croatia,84,Europe,False,0.48,0.32,25.0,2.32,0.16,0.04,0.0
1804,Manu Garcia,Midfielder,DEAL,Spanish Primera Division,31,Spain,75,Europe,True,0.92,0.12,25.0,2.32,0.12,0.04,0.0
1805,Federico Peluso,Defender,ATAL,Italian Serie A,33,Italy,74,Europe,True,0.8,0.0,25.0,2.32,0.04,0.04,0.2
1806,Timothee Kolodziejczak,Defender,SEVI,Mexican Liga MX,25,France,77,Europe,False,0.9361702127659575,0.0425531914893617,47.0,2.3191489361702127,0.02127659574468085,0.0,0.2978723404255319
1807,Alexander Esswein,Forward,,German Bundesliga,27,Germany,73,Europe,True,0.6595744680851063,0.5319148936170213,47.0,2.3191489361702127,0.0851063829787234,0.0851063829787234,0.0
1808,Lazaros Christodoulopoulos,Midfielder,HEVE,Greek Super League,30,Greece,74,Europe,False,0.5454545454545454,0.18181818181818182,22.0,2.3181818181818183,0.045454545454545456,0.22727272727272727,0.0
1809,Younousse Sankhare,Midfielder,GUIN,French Ligue 1,27,Senegal,77,Africa,False,0.9489795918367347,0.1836734693877551,98.0,2.316326530612245,0.08163265306122448,0.09183673469387756,0.0
1810,Stefano Okaka,Forward,WFC,English Premier League,27,Italy,77,Europe,False,0.5263157894736842,0.2631578947368421,19.0,2.3157894736842106,0.21052631578947367,0.0,0.0
1811,Fabio Borini,Forward,LPOOL,Italian Serie A,26,Italy,76,Europe,True,0.5789473684210527,0.2807017543859649,57.0,2.3157894736842106,0.15789473684210525,0.03508771929824561,0.0
1812,Miguel Britos,Defender,NAPO,English Premier League,31,Uruguay,75,South America,False,0.9473684210526315,0.14035087719298245,57.0,2.3157894736842106,0.03508771929824561,0.0,0.2631578947368421
1813,Daniel Congre,Defender,MHSC,French Ligue 1,32,France,74,Europe,True,0.9308176100628931,0.0440251572327044,159.0,2.3144654088050314,0.031446540880503145,0.018867924528301886,0.23270440251572327
1814,Kassim Abdallah,Defender,OLMA,Saudi Professional League,30,Comoros,70,Africa,False,0.8571428571428571,0.11428571428571428,35.0,2.3142857142857145,0.0,0.08571428571428572,0.14285714285714285
1815,Andreas Granqvist,Defender,,Russian Premier League,32,Sweden,80,Europe,False,0.9142857142857143,0.02857142857142857,35.0,2.3142857142857145,0.02857142857142857,0.02857142857142857,0.2571428571428571
1816,Tiago,Midfielder,,Japanese J1 League,24,Brazil,73,South America,False,0.8137254901960784,0.16666666666666666,102.0,2.3137254901960786,0.10784313725490197,0.058823529411764705,0.0
1817,Javier Aquino,Midfielder,VIAL,Mexican Liga MX,27,Mexico,77,North America,False,0.5625,0.25,32.0,2.3125,0.0625,0.15625,0.0
1818,Janik Haberer,Forward,SCF,German Bundesliga,23,Germany,73,Europe,True,0.6875,0.40625,32.0,2.3125,0.09375,0.125,0.0
1819,Angelo Obinze Ogbonna,Defender,WESTHAM,English Premier League,29,Italy,79,Europe,False,0.9791666666666666,0.0625,48.0,2.3125,0.0,0.0,0.2708333333333333
1820,Jon Bautista,Forward,RESO,Spanish Primera Division,21,Spain,70,Europe,True,0.1875,0.1875,16.0,2.3125,0.25,0.0,0.0
1821,Diego Demme,Midfielder,,German Bundesliga,25,Germany,78,Europe,True,1.0,0.0625,32.0,2.3125,0.03125,0.09375,0.0
1822,Stefano Sensi,Midfielder,,Italian Serie A,21,Italy,75,Europe,True,0.875,0.1875,16.0,2.3125,0.125,0.0,0.0
1823,Robin Knoche,Midfielder,VFL,German Bundesliga,25,Germany,75,Europe,True,0.8932038834951457,0.08737864077669903,103.0,2.3106796116504853,0.07766990291262135,0.02912621359223301,0.0
1824,Thievy Bifouma,Midfielder,,Turkish Super Lig,25,Congo,74,Africa,False,0.7241379310344828,0.4482758620689655,29.0,2.310344827586207,0.13793103448275862,0.034482758620689655,0.0
1825,Geoffrey Jourdren,Goalkeeper,MHSC,French Ligue 2,31,France,74,Europe,False,1.0,0.008620689655172414,116.0,2.310344827586207,0.0,0.0,0.25862068965517243
1826,Antonio Di Gaudio,Midfielder,,Italian Serie B,27,Italy,73,Europe,False,0.5517241379310345,0.3793103448275862,29.0,2.310344827586207,0.10344827586206896,0.10344827586206896,0.0
1827,Nenad Tomovic,Defender,,Italian Serie A,29,Serbia,76,Europe,False,0.8846153846153846,0.07692307692307693,26.0,2.3076923076923075,0.0,0.038461538461538464,0.2692307692307692
1828,Tom Davies,Midfielder,EVER,English Premier League,19,England,73,Europe,True,0.7307692307692307,0.23076923076923078,26.0,2.3076923076923075,0.07692307692307693,0.11538461538461539,0.0
1829,Ronnie Schwartz,Forward,GUIN,Belgian First Division A,27,Denmark,66,Europe,False,0.6153846153846154,0.38461538461538464,13.0,2.3076923076923075,0.15384615384615385,0.0,0.0
1830,Victor Ibarbo,Midfielder,,Japanese J1 League,27,Colombia,72,South America,False,0.6818181818181818,0.20454545454545456,88.0,2.3068181818181817,0.13636363636363635,0.056818181818181816,0.0
1831,Fernandinho,Midfielder,MCFC,English Premier League,32,Brazil,82,South America,False,0.9285714285714286,0.09183673469387756,98.0,2.306122448979592,0.09183673469387756,0.061224489795918366,0.0
1832,Pablo Fornals,Midfielder,MALA,Spanish Primera Division,21,Spain,77,Europe,True,0.7288135593220338,0.23728813559322035,59.0,2.305084745762712,0.11864406779661017,0.03389830508474576,0.0
1833,Carlos Soler,Midfielder,VALA,Spanish Primera Division,20,Spain,76,Europe,True,0.8260869565217391,0.17391304347826086,23.0,2.3043478260869565,0.13043478260869565,0.043478260869565216,0.0
1834,Mamadou Sakho,Defender,LPOOL,English Premier League,27,France,81,Europe,False,0.9464285714285714,0.08928571428571429,56.0,2.3035714285714284,0.03571428571428571,0.0,0.23214285714285715
1835,David Zurutuza,Midfielder,RESO,Spanish Primera Division,30,France,79,Europe,False,0.7857142857142857,0.42857142857142855,112.0,2.3035714285714284,0.08035714285714286,0.08928571428571429,0.0
1836,Sergio Almiron,Midfielder,,Colombian Primera A,31,Argentina,63,South America,False,0.8604651162790697,0.5813953488372093,43.0,2.302325581395349,0.11627906976744186,0.0,0.0
1837,Benjamin Andre,Midfielder,AJAC,French Ligue 1,26,France,77,Europe,True,0.8571428571428571,0.23809523809523808,63.0,2.3015873015873014,0.06349206349206349,0.09523809523809523,0.0
1838,Joshua Kimmich,Midfielder,BM1,German Bundesliga,22,Germany,81,Europe,True,0.6,0.16,50.0,2.3,0.12,0.06,0.0
1839,Sambou Yatabare,Midfielder,WB1,Belgian First Division A,28,Mali,68,Africa,False,0.8,0.6,10.0,2.3,0.1,0.1,0.0
1840,Lamine Kone,Defender,LORI,English Championship,28,Ivory Coast,75,Africa,False,0.9375,0.075,80.0,2.3,0.0625,0.025,0.1875
1841,Daniele Bonera,Defender,VIAL,Spanish Primera Division,36,Italy,77,Europe,False,0.8,0.1,20.0,2.3,0.0,0.0,0.3
1842,Grzegorz Krychowiak,Midfielder,,English Premier League,27,Poland,81,Europe,False,0.9571428571428572,0.11428571428571428,70.0,2.3,0.11428571428571428,0.014285714285714285,0.0
1843,Nathaniel Chalobah,Defender,CHEL,English Premier League,22,England,75,Europe,True,0.1,0.1,10.0,2.3,0.0,0.1,0.0
1844,Brad Jones,Goalkeeper,LPOOL,Holland Eredivisie,35,Australia,77,Australia / Oceania,False,1.0,0.1,10.0,2.3,0.0,0.0,0.2
1845,Thomas Kraft,Goalkeeper,HB1,German Bundesliga,28,Germany,76,Europe,True,1.0,0.02857142857142857,70.0,2.3,0.0,0.0,0.2571428571428571
1846,Erick Cabaco,Defender,,Spanish Primera Division,22,Uruguay,69,South America,False,0.9,0.0,20.0,2.3,0.0,0.05,0.25
1847,Nicolas Pareja,Defender,SEVI,Spanish Primera Division,33,Argentina,79,South America,False,0.9625,0.1875,80.0,2.3,0.025,0.0375,0.225
1848,Romain Grange,Midfielder,,French Ligue 2,28,France,69,Europe,False,0.5,0.3,20.0,2.3,0.1,0.1,0.0
1849,Jordan Amavi,Forward,AVILLA,French Ligue 1,23,France,75,Europe,True,0.9,0.0,10.0,2.3,0.0,0.2,0.0
1850,Stefan Bell,Forward,,German Bundesliga,25,Germany,77,Europe,True,0.9448818897637795,0.007874015748031496,127.0,2.2992125984251968,0.07086614173228346,0.06299212598425197,0.0
1851,Vito Mannone,Goalkeeper,SUND,English Championship,29,Italy,74,Europe,False,0.9850746268656716,0.0,67.0,2.298507462686567,0.0,0.0,0.2835820895522388
1852,James Tomkins,Defender,WESTHAM,English Premier League,28,England,75,Europe,True,0.8846153846153846,0.15384615384615385,104.0,2.298076923076923,0.019230769230769232,0.038461538461538464,0.23076923076923078
1853,Steven N'Zonzi,Midfielder,SEVI,Spanish Primera Division,28,France,83,Europe,False,0.875,0.140625,64.0,2.296875,0.078125,0.0625,0.0
1854,Adrian Stoian,Midfielder,,Italian Serie A,26,Romania,70,Europe,False,0.6296296296296297,0.37037037037037035,27.0,2.2962962962962963,0.1111111111111111,0.07407407407407407,0.0
1855,Stephane Sessegnon,Midfielder,MHSC,French Ligue 1,33,Benin,75,Africa,False,0.9629629629629629,0.07407407407407407,27.0,2.2962962962962963,0.07407407407407407,0.07407407407407407,0.0
1856,Winston Reid,Defender,WESTHAM,English Premier League,28,New Zealand,79,Australia / Oceania,False,0.9647887323943662,0.056338028169014086,142.0,2.295774647887324,0.04225352112676056,0.02112676056338028,0.24647887323943662
1857,Miguel Britos,Defender,WFC,English Premier League,31,Uruguay,75,South America,False,1.0,0.11764705882352941,51.0,2.2941176470588234,0.0196078431372549,0.0392156862745098,0.23529411764705882
1858,Faycal Fajr,Midfielder,,Spanish Primera Division,28,Morocco,75,Africa,False,0.8529411764705882,0.2647058823529412,34.0,2.2941176470588234,0.029411764705882353,0.11764705882352941,0.0
1859,Mathieu Debuchy,Defender,NEWU,English Premier League,31,France,77,Europe,False,0.9827586206896551,0.1206896551724138,58.0,2.293103448275862,0.017241379310344827,0.06896551724137931,0.22413793103448276
1860,Michael Turner,Defender,NCFC,English League One,33,England,70,Europe,False,0.9791666666666666,0.0625,48.0,2.2916666666666665,0.0625,0.020833333333333332,0.2708333333333333
1861,Ryan Mendes,Forward,LILL,Turkish Super Lig,27,Cape Verde,72,Australia / Oceania,False,0.4,0.38181818181818183,55.0,2.290909090909091,0.12727272727272726,0.09090909090909091,0.0
1862,Faycal Fajr,Midfielder,RCDC,Spanish Primera Division,28,Morocco,75,Africa,False,0.7258064516129032,0.1935483870967742,62.0,2.2903225806451615,0.08064516129032258,0.0967741935483871,0.0
1863,Victor Rodriguez,Midfielder,,USA Major League Soccer,27,Spain,74,Europe,False,0.7849462365591398,0.5053763440860215,93.0,2.2903225806451615,0.08602150537634409,0.053763440860215055,0.0
1864,Ricardo Faty,Midfielder,AJAC,Turkish Super Lig,30,Senegal,69,Africa,False,0.9111111111111111,0.17777777777777778,45.0,2.2888888888888888,0.08888888888888889,0.06666666666666667,0.0
1865,Carl Jenkinson,Defender,WESTHAM,English Championship,25,England,73,Europe,False,0.8076923076923077,0.057692307692307696,52.0,2.2884615384615383,0.038461538461538464,0.038461538461538464,0.17307692307692307
1866,Antonio Adan,Goalkeeper,BETI,Spanish Primera Division,30,Spain,81,Europe,True,1.0,0.0136986301369863,73.0,2.287671232876712,0.0,0.0,0.3013698630136986
1867,Steven Davis,Midfielder,SOTOM,English Premier League,32,Northern Ireland,77,Europe,False,0.8502994011976048,0.3473053892215569,167.0,2.287425149700599,0.05389221556886228,0.08383233532934131,0.0
1868,Sven Schipplock,Forward,,German Bundesliga,28,Germany,70,Europe,True,0.39080459770114945,0.3218390804597701,87.0,2.2873563218390807,0.19540229885057472,0.034482758620689655,0.0
1869,Jem Karacan,Midfielder,RFC,English Championship,28,Turkey,66,Asia,False,1.0,0.47619047619047616,21.0,2.2857142857142856,0.047619047619047616,0.047619047619047616,0.0
1870,Abdoulaye Bamba,Defender,,French Ligue 1,27,Ivory Coast,70,Africa,False,1.0,0.14285714285714285,7.0,2.2857142857142856,0.0,0.14285714285714285,0.2857142857142857
1871,Cristian Molinaro,Defender,VFB,Italian Serie A,33,Italy,73,Europe,True,0.7619047619047619,0.09523809523809523,42.0,2.2857142857142856,0.047619047619047616,0.047619047619047616,0.16666666666666666
1872,Valentin Rongier,Midfielder,NAAT,French Ligue 1,22,France,78,Europe,True,0.7959183673469388,0.22448979591836735,49.0,2.2857142857142856,0.061224489795918366,0.08163265306122448,0.0
1873,Michael Santos,Forward,MALA,Spanish Segunda Division,24,Uruguay,73,South America,False,0.5714285714285714,0.35714285714285715,14.0,2.2857142857142856,0.21428571428571427,0.0,0.0
1874,Eugenio Lamanna,Goalkeeper,,Italian Serie A,27,Italy,72,Europe,True,0.9285714285714286,0.0,42.0,2.2857142857142856,0.0,0.0,0.19047619047619047
1875,Hugo Rodallega,Forward,FFC,Turkish Super Lig,31,Colombia,74,South America,False,0.47619047619047616,0.19047619047619047,42.0,2.2857142857142856,0.11904761904761904,0.07142857142857142,0.0
1876,Tom Cleverley,Midfielder,EVER,English Premier League,27,England,76,Europe,True,0.7551020408163265,0.20408163265306123,49.0,2.2857142857142856,0.04081632653061224,0.14285714285714285,0.0
1877,Stefan Mitrovic,Defender,SCF,Belgian First Division A,27,Serbia,73,Europe,False,0.9285714285714286,0.14285714285714285,14.0,2.2857142857142856,0.0,0.0,0.35714285714285715
1878,Andre Gomes,Midfielder,VALA,Spanish Primera Division,23,Portugal,82,Europe,False,0.9206349206349206,0.30158730158730157,63.0,2.2857142857142856,0.09523809523809523,0.06349206349206349,0.0
1879,Kevin Kampl,Midfielder,BD1,German Bundesliga,26,Slovenia,81,Europe,False,0.7714285714285715,0.22857142857142856,35.0,2.2857142857142856,0.08571428571428572,0.08571428571428572,0.0
1880,Gianluca Pegolo,Goalkeeper,,Italian Serie A,36,Italy,72,Europe,True,0.9864864864864865,0.0,74.0,2.2837837837837838,0.0,0.0,0.24324324324324326
1881,Gabriel Silva,Defender,UDCA,French Ligue 1,26,Brazil,71,South America,False,0.8333333333333334,0.13333333333333333,60.0,2.283333333333333,0.03333333333333333,0.06666666666666667,0.18333333333333332
1882,Adrian Mariappa,Defender,LCFC,English Premier League,30,Jamaica,72,Australia / Oceania,False,0.8717948717948718,0.07692307692307693,39.0,2.282051282051282,0.02564102564102564,0.02564102564102564,0.28205128205128205
1883,Jordan Veretout,Midfielder,AVILLA,Italian Serie A,24,France,77,Europe,False,0.84,0.32,25.0,2.28,0.0,0.2,0.0
1884,Eric Bailly,Defender,VIAL,English Premier League,23,Ivory Coast,84,Africa,False,1.0,0.24,25.0,2.28,0.0,0.0,0.24
1885,Helder Costa,Midfielder,ASMO,English Championship,23,Portugal,76,Europe,False,0.6,0.48,25.0,2.28,0.12,0.08,0.0
1886,Benjamin Corgnet,Midfielder,ASSE,French Ligue 1,30,France,72,Europe,True,0.5822784810126582,0.4936708860759494,79.0,2.278481012658228,0.11392405063291139,0.0759493670886076,0.0
1887,Carlos Carbonero,Midfielder,,Colombian Primera A,26,Colombia,73,South America,False,0.7222222222222222,0.1388888888888889,36.0,2.2777777777777777,0.08333333333333333,0.1388888888888889,0.0
1888,Michael Krohn-Dehli,Midfielder,RCCV,Spanish Primera Division,34,Denmark,79,Europe,False,0.8712871287128713,0.297029702970297,101.0,2.277227722772277,0.0297029702970297,0.1485148514851485,0.0
1889,Geoff Cameron,Defender,STOKEC,English Premier League,31,United States,76,North America,False,0.8918918918918919,0.08108108108108109,148.0,2.277027027027027,0.013513513513513514,0.02702702702702703,0.21621621621621623
1890,Marc Stendera,Midfielder,EF,German Bundesliga,21,Germany,76,Europe,True,0.7846153846153846,0.4307692307692308,65.0,2.276923076923077,0.07692307692307693,0.1076923076923077,0.0
1891,Omar Elabdellaoui,Midfielder,,Greek Super League,25,Norway,75,Europe,False,0.9310344827586207,0.2413793103448276,29.0,2.2758620689655173,0.034482758620689655,0.06896551724137931,0.0
1892,Yohan Mollo,Midfielder,ASSE,English Championship,27,France,74,Europe,False,0.55,0.5,40.0,2.275,0.125,0.1,0.0
