,Players,Points,Clubs,Position,Start,Goals,A,CS,CS part,Yellow,Red,Sub,CO,Off,Pen SV,Pen M,Goals conceded,Conceded 1+,OG,FirstInitial,Firstname,Surname
213,David Marshall,57,CARD,Goalkeeper,37,0,0,7,0,2,0,0,0,0,0,0,73,43,0,D,David,Marshall
214,Jussi Jaaskelainen,57,WESTHAM,Goalkeeper,18,0,1,8,0,0,0,20,0,0,0,0,24,14,0,J,Jussi,Jaaskelainen
215,Dimitar Berbatov,56,FFC,Forward,18,4,2,0,0,3,0,0,0,5,0,0,0,0,1,D,Dimitar,Berbatov
216,Darren Bent,56,FFC,Forward,11,3,2,0,0,0,0,20,13,4,0,0,0,0,0,D,Darren,Bent
217,Johan Elmander,56,NCFC,Forward,16,1,3,0,0,3,0,16,13,14,0,0,0,0,0,J,Johan,Elmander
218,Demba Ba,55,CHEL,Forward,5,5,2,0,0,0,0,20,14,4,0,0,0,0,0,D,Demba,Ba
219,Papiss Cisse,55,NEWU,Forward,15,2,2,0,0,0,0,17,9,6,0,0,0,0,0,P,Papiss,Cisse
220,Jozy Altidore,55,SUND,Forward,19,1,1,0,0,3,0,16,12,6,0,0,0,0,0,J,Jozy,Altidore
221,Stephen Ireland,55,STOKEC,Midfielder,14,2,3,0,0,3,0,17,11,8,0,0,0,0,0,S,Stephen,Ireland
222,Javier Hernandez,54,MUFC,Forward,6,4,2,0,0,2,0,26,18,3,0,0,0,0,0,J,Javier,Hernandez
223,Jon Flanagan,54,LPOOL,Defender,23,1,1,4,1,3,0,2,0,8,0,0,33,15,0,J,Jon,Flanagan
224,David Luiz,54,CHEL,Defender,15,0,1,4,4,6,0,10,4,2,0,0,12,1,0,D,David,Luiz
225,Matej Vydra,54,WBFC,Forward,7,3,3,0,0,0,0,25,16,7,0,0,0,0,0,M,Matej,Vydra
226,Ben Turner,53,CARD,Defender,30,0,1,6,0,5,0,7,1,1,0,0,55,30,0,B,Ben,Turner
227,Ben Foster,53,WBFC,Goalkeeper,24,0,0,3,1,1,0,0,0,1,2,0,38,18,0,B,Ben,Foster
228,James Ward-Prowse,53,SOTOM,Midfielder,16,0,2,0,0,3,0,22,18,7,0,0,0,0,0,J,James,Ward-Prowse
229,Philip Bardsley,52,SUND,Defender,26,2,0,6,2,9,0,3,0,4,0,0,41,23,2,P,Philip,Bardsley
230,Connor Wickham,52,SUND,Forward,10,5,1,0,0,1,0,9,5,4,0,0,0,0,0,C,Connor,Wickham
231,George Boyd,52,HULL,Midfielder,9,2,2,0,0,2,0,26,20,5,0,0,0,0,0,G,George,Boyd
232,Yannick Sagbo,52,HULL,Forward,16,2,1,0,0,2,1,20,12,7,0,0,0,0,0,Y,Yannick,Sagbo
233,Vlad Chiriches,52,SPURS,Defender,16,1,0,6,0,1,0,6,1,2,0,0,20,9,0,V,Vlad,Chiriches
234,Michael Carrick,52,MUFC,Midfielder,26,1,0,0,0,5,0,3,3,1,0,0,0,0,1,M,Michael,Carrick
235,Steven Pienaar,51,EVER,Midfielder,19,1,2,0,0,2,0,4,4,13,0,0,0,0,0,S,Steven,Pienaar
236,John Stones,51,EVER,Defender,15,0,0,6,2,1,0,22,6,1,0,0,25,12,0,J,John,Stones
237,Oussama Assaidi,50,STOKEC,Forward,12,4,0,0,0,1,0,12,7,6,0,0,0,0,0,O,Oussama,Assaidi
238,George McCartney,50,WESTHAM,Defender,20,0,0,6,1,4,0,7,2,1,0,0,29,14,0,G,George,McCartney
239,Aron Gunnarsson,50,CARD,Midfielder,17,1,2,0,0,1,0,16,6,7,0,0,0,0,0,A,Aron,Gunnarsson
240,Bo-Kyung Kim,50,CARD,Midfielder,21,1,0,0,0,4,0,10,7,13,0,0,0,0,0,B,Bo-Kyung,Kim
241,Moussa Dembele,50,SPURS,Midfielder,22,1,0,0,0,5,0,6,6,11,0,0,0,0,0,M,Moussa,Dembele
242,James Chester,49,HULL,Defender,22,1,0,5,1,0,0,3,2,3,0,0,36,18,2,J,James,Chester
243,Nacer Chadli,49,SPURS,Midfielder,15,1,2,0,0,1,0,13,9,9,0,0,0,0,0,N,Nacer,Chadli
244,Shola Ameobi,49,NEWU,Forward,14,2,0,0,0,1,0,19,12,7,0,0,0,0,0,S,Shola,Ameobi
245,Leon Britton,49,SWAN,Midfielder,23,0,1,0,0,2,0,11,2,6,0,0,0,0,0,L,Leon,Britton
246,Adrian,49,WESTHAM,Goalkeeper,20,0,0,6,0,2,0,18,0,0,0,0,27,13,0,A,Adrian,Adrian
247,Ricky van Wolfswinkel,48,NCFC,Forward,16,1,1,0,0,1,0,12,9,11,0,0,0,0,0,R,Ricky,Wolfswinkel
248,Nathan Baker,48,AVILLA,Defender,29,0,0,6,0,6,0,4,1,2,0,0,50,26,1,N,Nathan,Baker
249,Dean Moxey,48,LCFC,Defender,18,0,1,4,3,2,0,5,2,2,0,0,26,13,0,D,Dean,Moxey
250,Tomas Rosicky,47,ARSL,Midfielder,17,2,0,0,0,7,0,15,10,12,0,0,0,0,0,T,Tomas,Rosicky
251,Claudio Yacob,47,WBFC,Midfielder,22,1,0,0,0,7,0,11,5,8,0,0,0,0,0,C,Claudio,Yacob
252,Jack Cork,47,SOTOM,Midfielder,21,0,1,0,0,5,0,13,7,11,0,0,0,0,0,J,Jack,Cork
253,Michu,46,SWAN,Forward,15,2,2,0,0,2,0,2,2,5,0,0,0,0,0,M,Michu,Michu
254,Andy Carroll,46,WESTHAM,Forward,12,2,4,0,0,0,1,3,3,5,0,0,0,0,0,A,Andy,Carroll
255,Rafael Da Silva,46,MUFC,Defender,18,0,1,4,2,5,0,3,1,9,0,0,22,9,0,R,Rafael,Silva
256,Kagisho Dikgacoi,45,LCFC,Midfielder,25,0,0,0,0,3,1,4,1,8,0,0,0,0,0,K,Kagisho,Dikgacoi
257,Billy Jones,45,WBFC,Defender,21,0,0,4,2,5,0,3,0,3,0,0,27,12,0,B,Billy,Jones
258,Sascha Riether,44,FFC,Defender,30,0,2,4,1,3,0,3,1,2,0,0,61,35,1,S,Sascha,Riether
259,Kevin Theophile-Catherine,44,CARD,Defender,26,0,0,6,0,3,0,3,2,0,0,0,53,31,0,K,Kevin,Theophile-Catherine
260,Kyle Naughton,44,SPURS,Defender,19,0,1,6,1,6,0,14,3,2,0,0,35,20,0,K,Kyle,Naughton
261,Ravel Morrison,44,WESTHAM,Midfielder,12,3,2,0,0,5,0,7,4,2,0,0,0,0,0,R,Ravel,Morrison
262,Steven Fletcher,44,SUND,Forward,13,3,0,0,0,1,0,7,7,7,0,0,0,0,1,S,Steven,Fletcher
263,Michael Turner,43,NCFC,Defender,22,0,1,6,0,7,0,2,0,1,0,0,37,21,0,M,Michael,Turner
264,Calum Chambers,43,SOTOM,Defender,18,0,0,4,2,0,0,19,4,3,0,0,33,17,0,C,Calum,Chambers
265,Scott Dann,43,LCFC,Defender,14,1,0,5,0,4,0,0,0,0,0,0,15,6,0,S,Scott,Dann
266,Robert Brady,43,HULL,Midfielder,11,3,1,0,0,2,0,6,5,8,0,0,0,0,0,R,Robert,Brady
267,Tom Cleverley,42,MUFC,Midfielder,18,1,0,0,0,3,0,11,4,6,0,0,0,0,0,T,Tom,Cleverley
268,Lee Cattermole,42,SUND,Midfielder,21,1,0,0,0,5,1,7,3,8,0,0,0,0,0,L,Lee,Cattermole
269,Ciaran Clark,42,AVILLA,Defender,23,0,0,5,1,8,0,13,4,2,0,0,43,22,0,C,Ciaran,Clark
270,Alexander Kacanikilic,42,FFC,Midfielder,15,1,0,0,0,1,0,15,8,10,0,0,0,0,0,A,Alexander,Kacanikilic
271,Robert Koren,41,HULL,Midfielder,10,2,0,0,0,1,0,24,12,6,0,0,0,0,0,R,Robert,Koren
272,Nemanja Matic,41,CHEL,Midfielder,15,0,4,0,0,3,0,2,2,1,0,0,0,0,0,N,Nemanja,Matic
273,Libor Kozak,41,AVILLA,Forward,8,4,0,0,0,1,0,8,6,5,0,0,0,0,0,L,Libor,Kozak
274,Mathieu Flamini,41,ARSL,Midfielder,18,2,0,0,0,8,1,12,9,6,0,0,0,0,1,M,Mathieu,Flamini
275,Lucas Leiva,41,LPOOL,Midfielder,20,0,0,0,0,6,0,10,7,5,0,0,0,0,0,L,Lucas,Leiva
276,Shinji Kagawa,41,MUFC,Midfielder,14,0,3,0,0,0,0,16,4,9,0,0,0,0,0,S,Shinji,Kagawa
277,Joe Ledley,40,LCFC,Midfielder,14,2,1,0,0,1,0,0,0,1,0,0,0,0,0,J,Joe,Ledley
278,Sone Aluko,40,HULL,Forward,10,1,3,0,0,1,0,9,7,8,0,0,0,0,0,S,Sone,Aluko
279,Jonny Evans,40,MUFC,Defender,17,0,0,4,0,0,0,3,0,3,0,0,23,10,0,J,Jonny,Evans
280,Carl Jenkinson,40,ARSL,Defender,7,1,2,3,2,1,0,26,7,0,0,0,16,7,0,C,Carl,Jenkinson
281,Joe Allen,40,LPOOL,Midfielder,15,1,0,0,0,4,0,15,9,4,0,0,0,0,0,J,Joe,Allen
282,John Mikel Obi,40,CHEL,Midfielder,11,1,1,0,0,3,0,20,13,4,0,0,0,0,0,J,John,Obi
283,Andros Townsend,40,SPURS,Midfielder,12,1,0,0,0,2,0,16,13,5,0,0,0,0,0,A,Andros,Townsend
284,Craig Bellamy,40,CARD,Forward,13,1,1,0,0,3,0,12,9,8,0,0,0,0,0,C,Craig,Bellamy
285,Joe Cole,39,WESTHAM,Midfielder,6,3,0,0,0,2,0,23,14,5,0,0,0,0,0,J,Joe,Cole
286,Ashley Young,39,MUFC,Midfielder,13,2,0,0,0,4,0,18,7,8,0,0,0,0,0,A,Ashley,Young
287,Steven Whittaker,39,NCFC,Defender,16,1,1,3,4,3,0,22,4,2,0,0,35,22,0,S,Steven,Whittaker
288,Declan John,39,CARD,Midfielder,16,0,1,0,0,0,0,6,4,1,0,0,0,0,0,D,Declan,John
289,Antonio Luna,39,AVILLA,Defender,16,1,0,4,0,2,0,3,1,2,0,0,23,10,1,A,Antonio,Luna
290,Kolo Toure,38,LPOOL,Defender,15,0,2,3,1,2,0,16,5,0,0,0,28,12,1,K,Kolo,Toure
291,Ondrej Celustka,38,SUND,Defender,14,0,0,4,2,1,0,13,7,3,0,0,31,16,0,O,Ondrej,Celustka
292,Jose Canas,37,SWAN,Midfielder,19,0,0,0,0,5,0,11,4,6,0,0,0,0,0,J,Jose,Canas
293,Danny Graham,37,HULL,Forward,12,1,1,0,0,1,0,7,6,8,0,0,0,0,0,D,Danny,Graham
294,Alexander Tettey,36,NCFC,Midfielder,17,1,0,0,0,7,0,9,4,6,0,0,0,0,0,A,Alexander,Tettey
295,Ryan Bennett,36,NCFC,Defender,14,1,0,5,0,6,0,16,2,0,0,0,24,13,0,R,Ryan,Bennett
296,Modibo Maiga,36,WESTHAM,Midfielder,11,1,2,0,0,0,0,10,3,5,0,0,0,0,0,M,Modibo,Maiga
297,Kenwyne Jones,36,STOKEC,Forward,10,1,1,0,0,0,0,22,8,5,0,0,0,0,0,K,Kenwyne,Jones
298,Bryan Oviedo,36,EVER,Defender,8,2,2,2,0,1,0,7,1,2,0,0,8,1,1,B,Bryan,Oviedo
299,Joleon Lescott,36,MCFC,Defender,8,0,0,4,2,0,0,27,2,0,0,0,6,2,0,J,Joleon,Lescott
300,Craig Gardner,36,SUND,Midfielder,7,2,2,0,0,5,0,21,11,4,0,0,0,0,0,C,Craig,Gardner
301,Alex Oxlade-Chamberlain,36,ARSL,Midfielder,6,2,2,0,0,0,0,10,8,4,0,0,0,0,0,A,Alex,Oxlade-Chamberlain
302,Craig Noone,36,CARD,Midfielder,13,1,1,0,0,2,0,14,4,3,0,0,0,0,0,C,Craig,Noone
303,Marc Albrighton,36,AVILLA,Midfielder,9,0,4,0,0,4,0,17,10,4,0,0,0,0,0,M,Marc,Albrighton
304,Javi Garcia,36,MCFC,Midfielder,14,0,0,0,0,7,0,19,15,2,0,0,0,0,0,J,Javi,Garcia
305,Brede Hangeland,35,FFC,Defender,23,0,0,3,1,0,0,2,0,3,0,0,44,25,0,B,Brede,Hangeland
306,Rio Ferdinand,35,MUFC,Defender,12,0,0,4,1,0,0,6,2,0,0,0,18,9,0,R,Rio,Ferdinand
307,Barry Bannan,35,LCFC,Midfielder,13,1,1,0,0,1,0,12,2,11,0,0,0,0,0,B,Barry,Bannan
308,Victor Wanyama,35,SOTOM,Midfielder,19,0,0,0,0,7,0,7,4,5,0,0,0,0,0,V,Victor,Wanyama
309,Marouane Fellaini,35,EVER,Midfielder,15,0,1,0,0,2,0,9,4,5,0,0,0,0,0,M,Marouane,Fellaini
310,Mapou Yanga-Mbiwa,34,NEWU,Defender,17,0,0,5,1,5,1,20,6,4,0,0,37,20,0,M,Mapou,Yanga-Mbiwa
311,Bryan Ruiz,34,FFC,Forward,8,1,3,0,0,0,0,10,4,5,0,0,0,0,0,B,Bryan,Ruiz
312,Matija Nastasic,34,MCFC,Defender,11,0,0,4,1,4,0,5,2,1,0,0,12,4,0,M,Matija,Nastasic
313,Dani Osvaldo,34,SOTOM,Forward,9,3,0,0,0,3,0,4,4,4,0,0,0,0,0,D,Dani,Osvaldo
314,Don Cowie,33,CARD,Midfielder,10,0,2,0,0,1,0,19,8,3,0,0,0,0,0,D,Don,Cowie
315,Matthew Lowton,33,AVILLA,Defender,18,0,3,2,1,4,0,13,5,3,0,0,43,23,0,M,Matthew,Lowton
316,Jose Enrique,33,LPOOL,Defender,6,0,2,3,1,0,0,2,2,0,0,0,5,1,0,J,Jose,Enrique
317,Gaston Ramirez,33,SOTOM,Midfielder,3,1,3,0,0,2,0,20,15,3,0,0,0,0,0,G,Gaston,Ramirez
318,Wes Hoolahan,33,NCFC,Midfielder,10,1,1,0,0,1,0,19,6,9,0,0,0,0,0,W,Wes,Hoolahan
319,Matthew Taylor,33,WESTHAM,Midfielder,16,0,0,0,0,3,0,15,4,5,0,0,0,0,0,M,Matthew,Taylor
320,Nicolas Anelka,33,WBFC,Forward,11,2,0,0,0,0,0,2,1,8,0,0,0,0,0,N,Nicolas,Anelka
321,Stevan Jovetic,32,MCFC,Forward,2,3,1,0,0,1,0,17,11,3,0,0,0,0,0,S,Stevan,Jovetic
322,Graham Dorrans,32,WBFC,Midfielder,12,2,0,0,0,4,0,7,2,3,0,0,0,0,0,G,Graham,Dorrans
323,Damien Duff,32,FFC,Midfielder,9,0,3,0,0,1,0,12,6,7,0,0,0,0,0,D,Damien,Duff
324,Andrew Taylor,32,CARD,Defender,18,0,0,4,0,0,0,0,0,3,0,0,34,20,0,A,Andrew,Taylor
325,Mamadou Sakho,32,LPOOL,Defender,17,1,0,1,0,0,0,9,1,3,0,0,29,12,0,M,Mamadou,Sakho
326,Hugo Rodallega,32,FFC,Forward,6,2,1,0,0,0,0,14,7,1,0,0,0,0,0,H,Hugo,Rodallega
327,Aly Cissokho,31,LPOOL,Defender,12,0,1,2,2,2,0,14,3,2,0,0,20,9,0,A,Aly,Cissokho
328,Alejandro Pozuelo,31,SWAN,Forward,7,0,1,0,0,1,0,17,15,5,0,0,0,0,0,A,Alejandro,Pozuelo
329,Anthony Pilkington,31,NCFC,Midfielder,10,1,1,0,0,2,0,9,5,8,0,0,0,0,0,A,Anthony,Pilkington
330,Boaz Myhill,30,WBFC,Goalkeeper,14,0,0,3,0,0,0,23,0,0,0,0,21,10,0,B,Boaz,Myhill
331,Marcos Alonso,30,SUND,Midfielder,16,0,1,0,0,5,0,0,0,0,0,0,0,0,0,M,Marcos,Alonso
332,Alex Bruce,29,HULL,Defender,19,0,1,0,2,2,0,18,1,6,0,0,33,15,0,A,Alex,Bruce
333,Victor Moses,29,LPOOL,Midfielder,6,1,0,0,0,1,0,26,13,4,0,0,0,0,0,V,Victor,Moses
334,Steven Reid,29,WBFC,Midfielder,16,0,0,0,0,3,0,2,0,4,0,0,0,0,0,S,Steven,Reid
335,Harry Kane,28,SPURS,Forward,6,3,0,0,0,0,0,10,4,2,0,0,0,0,1,H,Harry,Kane
336,Roland Lamah,28,SWAN,Forward,4,2,2,0,0,1,0,13,5,4,0,0,0,0,0,R,Roland,Lamah
337,Robert Huth,28,STOKEC,Defender,12,0,0,3,1,4,0,0,0,1,0,0,14,6,0,R,Robert,Huth
338,Mohamed Salah,28,CHEL,Forward,6,2,1,0,0,1,0,8,4,4,0,0,0,0,0,M,Mohamed,Salah
339,Nabil Bentaleb,27,SPURS,Midfielder,11,0,1,0,0,2,0,11,4,1,0,0,0,0,0,N,Nabil,Bentaleb
340,Jordi Amat,26,SWAN,Defender,13,0,0,1,1,3,0,25,4,1,0,0,22,7,0,J,Jordi,Amat
341,Razvan Rat,26,WESTHAM,Defender,11,0,0,3,2,1,0,8,4,2,0,0,25,15,0,R,Razvan,Rat
342,Alvaro Vazquez,26,SWAN,Defender,5,0,1,0,5,0,0,20,7,3,0,0,11,4,0,A,Alvaro,Vazquez
343,Sam Gallagher,26,SOTOM,Forward,3,1,0,0,0,0,0,21,15,3,0,0,0,0,0,S,Sam,Gallagher
344,Joey O'Brien,26,WESTHAM,Midfielder,13,0,0,0,0,4,0,10,4,1,0,0,0,0,0,J,Joey,O'Brien
345,Paul McShane,25,HULL,Defender,9,0,0,2,1,0,0,12,1,3,0,0,11,4,0,P,Paul,McShane
346,Maya Yoshida,25,SOTOM,Defender,7,1,0,3,0,0,0,14,1,0,0,0,12,7,0,M,Maya,Yoshida
347,John Heitinga,24,EVER,Defender,14,1,1,2,1,3,0,18,1,2,0,0,32,20,0,J,John,Heitinga
348,David Stockdale,24,FFC,Goalkeeper,19,0,0,3,1,0,0,19,2,0,0,0,44,27,1,D,David,Stockdale
349,Steve Harper,24,HULL,Goalkeeper,11,0,0,3,0,1,0,26,2,0,0,0,21,11,0,S,Steve,Harper
350,Etienne Capoue,24,SPURS,Midfielder,8,1,0,0,0,1,0,11,4,4,0,0,0,0,0,E,Etienne,Capoue
351,Glenn Murray,24,LCFC,Forward,3,1,1,0,0,1,0,11,11,2,0,0,0,0,0,G,Glenn,Murray
352,Luuk De Jong,23,NEWU,Forward,8,0,1,0,0,0,0,6,4,7,0,0,0,0,0,L,Luuk,Jong
353,Sandro,23,SPURS,Midfielder,10,1,0,0,0,6,0,13,7,6,0,0,0,0,1,S,Sandro,Sandro
354,Mats Moller Daehli,23,CARD,Midfielder,5,1,0,0,0,0,0,10,8,4,0,0,0,0,0,M,Mats,Daehli
355,Thomas Vermaelen,23,ARSL,Defender,7,0,1,1,4,0,0,19,7,0,0,0,22,13,0,T,Thomas,Vermaelen
356,Aleksandar Tonev,23,AVILLA,Midfielder,6,0,0,0,0,0,0,24,11,5,0,0,0,0,0,A,Aleksandar,Tonev
357,Aiden McGeady,23,EVER,Midfielder,4,0,1,0,0,0,0,13,12,4,0,0,0,0,0,A,Aiden,McGeady
358,Neil Taylor,23,SWAN,Defender,6,0,1,1,2,0,0,26,4,1,0,0,11,4,0,N,Neil,Taylor
359,Jonathan Parr,22,LCFC,Forward,7,0,0,0,0,0,0,12,8,1,0,0,0,0,0,J,Jonathan,Parr
360,Ryan Bertrand,22,CHEL,Defender,17,0,1,2,0,3,0,1,0,6,0,0,35,20,0,R,Ryan,Bertrand
361,Adel Taarabt,22,FFC,Midfielder,7,0,1,0,0,0,0,9,5,4,0,0,0,0,0,A,Adel,Taarabt
362,Thomas Ince,21,LCFC,Midfielder,5,1,1,0,0,0,0,9,3,4,0,0,0,0,0,T,Thomas,Ince
363,Joseph Yobo,21,NCFC,Defender,8,0,0,3,0,0,0,0,0,0,0,0,12,7,0,J,Joseph,Yobo
364,Ricardo Vaz Te,21,WESTHAM,Forward,3,2,0,0,0,0,0,10,5,3,0,0,0,0,0,R,Ricardo,Te
365,Philippe Senderos,21,FFC,Defender,12,1,1,2,0,3,0,5,0,1,0,0,26,16,0,P,Philippe,Senderos
366,Jermain Defoe,21,SPURS,Forward,3,1,0,0,0,1,0,17,11,0,0,0,0,0,0,J,Jermain,Defoe
367,Darren Fletcher,21,MUFC,Midfielder,9,0,0,0,0,0,0,11,3,2,0,0,0,0,0,D,Darren,Fletcher
368,Wilfred Zaha,21,MUFC,Forward,5,0,1,0,0,1,0,16,9,4,0,0,0,0,0,W,Wilfred,Zaha
369,Zoltan Gera,21,WBFC,Midfielder,5,0,1,0,0,1,0,12,9,4,0,0,0,0,0,Z,Zoltan,Gera
370,Matty Fryatt,20,HULL,Forward,0,2,0,0,0,0,0,19,10,0,0,0,0,0,0,M,Matty,Fryatt
371,Nicklas Bendtner,20,ARSL,Forward,1,2,0,0,0,0,0,19,8,2,0,0,0,0,0,N,Nicklas,Bendtner
372,Fernando Amorebieta,19,FFC,Defender,20,1,0,3,0,5,1,4,3,1,0,0,50,30,1,F,Fernando,Amorebieta
373,Serge Gnabry,19,ARSL,Midfielder,5,1,0,0,0,0,0,21,4,6,0,0,0,0,0,S,Serge,Gnabry
374,Costel Pantilimon,19,MCFC,Goalkeeper,7,0,0,3,0,1,0,31,0,0,0,0,7,3,1,C,Costel,Pantilimon
375,Giorgios Karagounis,19,FFC,Midfielder,6,0,0,0,0,1,0,16,8,6,0,0,0,0,0,G,Giorgios,Karagounis
376,Paul Dummett,19,NEWU,Defender,11,1,0,2,1,1,1,15,7,1,0,0,36,21,0,P,Paul,Dummett
377,Iago Aspas,19,LPOOL,Forward,5,0,1,0,0,3,0,28,9,5,0,0,0,0,0,I,Iago,Aspas
378,Thievy Bifouma,19,WBFC,Midfielder,3,2,0,0,0,0,0,7,3,3,0,0,0,0,0,T,Thievy,Bifouma
379,Stephen Quinn,19,HULL,Midfielder,4,0,0,0,0,0,0,22,11,2,0,0,0,0,0,S,Stephen,Quinn
380,Dwight Tiendalli,18,SWAN,Defender,9,0,0,1,0,0,0,13,1,3,0,0,14,5,0,D,Dwight,Tiendalli
381,Wilson Palacios,18,STOKEC,Midfielder,5,0,0,0,0,3,0,30,11,4,0,0,0,0,0,W,Wilson,Palacios
382,Ryan Giggs,18,MUFC,Midfielder,6,0,1,0,0,3,0,14,6,5,0,0,0,0,0,R,Ryan,Giggs
383,Nani,18,MUFC,Midfielder,7,0,0,0,0,0,0,11,4,6,0,0,0,0,0,N,Nani,Nani
384,Santiago Vergini,18,SUND,Defender,10,0,0,3,0,2,0,6,1,0,0,0,21,13,0,S,Santiago,Vergini
385,Stuart O'Keefe,17,LCFC,Midfielder,2,1,0,0,0,2,0,21,10,0,0,0,0,0,0,S,Stuart,O'Keefe
386,Grant Holt,17,AVILLA,Forward,3,1,0,0,0,1,0,14,7,1,0,0,0,0,0,G,Grant,Holt
387,Liam Bridcutt,17,SUND,Midfielder,9,0,0,0,0,4,0,3,3,1,0,0,0,0,0,L,Liam,Bridcutt
388,Maarten Stekelenburg,17,FFC,Goalkeeper,19,0,0,1,1,0,0,7,0,2,0,0,44,27,0,M,Maarten,Stekelenburg
389,Gerhard Tremmel,17,SWAN,Goalkeeper,12,0,0,1,0,0,0,26,0,0,0,0,22,11,0,G,Gerhard,Tremmel
390,Younes Kaboul,17,SPURS,Defender,11,1,1,2,1,1,2,8,2,0,0,0,25,15,1,Y,Younes,Kaboul
391,Craig Dawson,17,WBFC,Defender,10,0,1,1,0,1,0,14,2,1,0,0,22,11,0,C,Craig,Dawson
392,Alexander Buttner,17,MUFC,Defender,5,0,0,1,2,2,0,11,3,0,0,0,7,2,0,A,Alexander,Buttner
393,Matthew Etherington,16,STOKEC,Midfielder,5,0,0,0,0,0,0,15,6,5,0,0,0,0,0,M,Matthew,Etherington
394,Jack Collison,16,WESTHAM,Midfielder,6,0,0,0,0,0,0,13,4,5,0,0,0,0,0,J,Jack,Collison
395,Cauley Woodrow,16,FFC,Forward,5,1,0,0,0,0,0,4,1,3,0,0,0,0,0,C,Cauley,Woodrow
396,Valentin Roberge,16,SUND,Defender,7,0,1,1,1,1,0,11,2,1,0,0,15,8,0,V,Valentin,Roberge
397,Scott Sinclair,15,WBFC,Forward,4,0,1,0,0,0,0,13,4,4,0,0,0,0,0,S,Scott,Sinclair
398,Mark Schwarzer,15,CHEL,Goalkeeper,4,0,0,2,0,0,0,33,0,0,0,0,3,1,0,M,Mark,Schwarzer
399,Yacouba Sylla,15,AVILLA,Midfielder,5,0,0,0,0,1,0,31,6,2,0,0,0,0,0,Y,Yacouba,Sylla
400,Steven Taylor,15,NEWU,Defender,9,1,0,1,1,0,1,13,1,2,0,0,20,12,0,S,Steven,Taylor
401,Erik Lamela,14,SPURS,Midfielder,3,0,1,0,0,1,0,14,6,2,0,0,0,0,0,E,Erik,Lamela
402,William Kvist,14,FFC,Midfielder,7,0,0,0,0,1,0,5,1,3,0,0,0,0,0,W,William,Kvist
403,Fabio Da Silva,13,MUFC,Defender,14,0,0,1,1,2,0,5,0,9,0,0,31,19,0,F,Fabio,Silva
404,Jose Campana,13,LCFC,Midfielder,4,0,1,0,0,0,0,8,2,4,0,0,0,0,0,J,Jose,Campana
405,Sammy Ameobi,13,NEWU,Forward,4,0,0,0,0,1,0,18,6,3,0,0,0,0,0,S,Sammy,Ameobi
406,Marc Muniesa,13,STOKEC,Defender,7,0,0,0,2,0,0,23,6,1,0,0,22,11,0,M,Marc,Muniesa
407,Abdoulaye Faye,13,HULL,Defender,3,0,0,2,0,0,0,15,0,0,0,0,2,1,0,A,Abdoulaye,Faye
408,Diego Lugano,12,WBFC,Defender,7,1,0,0,0,2,0,20,2,1,0,0,16,7,0,D,Diego,Lugano
409,Jermaine Pennant,12,STOKEC,Midfielder,0,1,0,0,0,1,0,13,8,0,0,0,0,0,0,J,Jermaine,Pennant
410,Luis Alberto,12,LPOOL,Midfielder,0,0,1,0,0,0,0,25,9,0,0,0,0,0,0,L,Luis,Alberto
411,James A Wilson,12,MUFC,Forward,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,J,James,Wilson
412,Marvin Emnes,12,SWAN,Forward,2,1,0,0,0,2,0,8,5,2,0,0,0,0,0,M,Marvin,Emnes
413,Adlene Guedioura,12,LCFC,Midfielder,4,0,0,0,0,0,0,7,4,3,0,0,0,0,0,A,Adlene,Guedioura
414,Danny Fox,11,SOTOM,Defender,3,0,1,1,0,0,0,1,0,1,0,0,4,2,0,D,Danny,Fox
415,Dan Gosling,11,NEWU,Midfielder,4,0,0,0,0,1,0,13,4,3,0,0,0,0,0,D,Dan,Gosling
416,Jordan Bowery,11,AVILLA,Forward,2,0,1,0,0,0,0,16,7,2,0,0,0,0,1,J,Jordan,Bowery
417,Modibo Diakite,11,SUND,Defender,7,0,0,1,0,0,0,3,0,0,0,0,13,7,0,M,Modibo,Diakite
418,Javier Garrido,11,NCFC,Defender,6,0,0,1,0,2,0,12,0,1,0,0,8,3,0,J,Javier,Garrido
419,Zeki Fryers,11,SPURS,Defender,3,0,0,2,1,0,0,13,4,0,0,0,13,9,0,Z,Zeki,Fryers
420,Sylvain Marveaux,11,NEWU,Midfielder,2,0,0,0,0,0,0,11,7,2,0,0,0,0,0,S,Sylvain,Marveaux
421,Jerome Thomas,10,LCFC,Midfielder,3,0,0,0,0,2,0,7,6,2,0,0,0,0,0,J,Jerome,Thomas
422,Magnus Wolff Eikrem,10,CARD,Midfielder,1,0,1,0,0,0,0,12,5,0,0,0,0,0,0,M,Magnus,Eikrem
423,Cala,10,CARD,Defender,7,2,0,1,0,3,1,5,0,0,0,0,18,12,0,C,Cala,Cala
424,Paulo Gazzaniga,10,SOTOM,Goalkeeper,7,0,0,1,0,0,0,13,1,0,0,0,16,9,0,P,Paulo,Gazzaniga
425,Antonio Nocerino,9,WESTHAM,Midfielder,2,0,0,0,0,3,0,13,8,1,0,0,0,0,0,A,Antonio,Nocerino
426,Jonathan Williams,9,LCFC,Midfielder,0,0,0,0,0,0,0,15,9,0,0,0,0,0,0,J,Jonathan,Williams
