,Players,Points,Clubs,Position,Start,Goals,A,CS,CS part,Yellow,Red,Sub,CO,Off,Pen SV,Pen M,Goals conceded,Conceded 1+,OG,FirstInitial,Firstname,Surname
642,Hakan Calhanoglu,124,HSV,Midfielder,28,11,4,0,0,3,0,5,4,7,0,0,0,0,0,H,Hakan,Calhanoglu
643,Halil Altintop,123,,Forward,34,10,2,0,0,1,0,0,0,20,0,0,0,0,0,H,Halil,Altintop
644,Heung Min Son,121,BL1,Forward,29,10,4,0,0,1,0,5,2,21,0,0,0,0,0,H,Heung,Son
645,Arjen Robben,121,BM1,Midfielder,20,11,6,0,0,0,0,9,8,12,0,0,0,0,0,A,Arjen,Robben
646,Franck Ribery,121,BM1,Midfielder,18,10,11,0,0,2,0,4,4,5,0,0,0,0,0,F,Franck,Ribery
647,Patrick Herrmann,120,MON1,Defender,34,6,8,0,9,2,0,0,0,29,0,0,43,18,0,P,Patrick,Herrmann
648,Juan Arango,119,MON1,Midfielder,31,8,6,0,0,2,0,1,1,20,0,0,0,0,0,J,Juan,Arango
649,Manuel Neuer,118,BM1,Goalkeeper,31,0,0,15,0,0,0,2,0,1,0,0,20,4,0,M,Manuel,Neuer
650,Ricardo Rodriguez,118,VFL,Defender,34,5,10,5,0,2,0,0,0,0,0,1,50,21,0,R,Ricardo,Rodriguez
651,Roman Neustadter,117,SCH4,Defender,31,2,5,12,2,5,0,3,1,7,0,0,36,18,0,R,Roman,Neustadter
652,Joel Matip,116,SCH4,Defender,31,3,2,14,0,4,0,3,0,0,0,0,36,19,0,J,Joel,Matip
653,Aaron Hunt,116,WB1,Midfielder,31,7,7,0,0,2,0,0,0,10,0,0,0,0,0,A,Aaron,Hunt
654,Ivan Perisic,115,VFL,Midfielder,24,10,4,0,0,4,0,9,9,14,0,0,0,0,0,I,Ivan,Perisic
655,Tobias Werner,115,,Midfielder,25,9,6,0,0,4,0,7,6,17,0,0,0,0,0,T,Tobias,Werner
656,Dante,114,BM1,Defender,27,2,1,13,2,3,0,5,2,2,0,0,19,5,1,D,Dante,Dante
657,Philipp Lahm,114,BM1,Defender,25,1,4,12,2,2,0,5,3,3,0,0,20,6,0,P,Philipp,Lahm
658,Sejad Salihovic,110,,Midfielder,22,11,5,0,0,3,1,7,6,12,0,2,0,0,0,S,Sejad,Salihovic
659,Anthony Modeste,109,,Forward,20,12,2,0,0,3,1,11,9,14,0,0,0,0,0,A,Anthony,Modeste
660,Rafinha,109,BM1,Defender,25,0,7,11,3,4,1,6,3,4,0,0,19,5,1,R,Rafinha,Rafinha
661,Maxim Choupo-Moting,109,,Forward,19,10,3,0,0,1,0,14,13,7,0,0,0,0,0,M,Maxim,Choupo-Moting
662,Gonzalo Castro,106,BL1,Defender,30,5,8,3,3,7,0,1,0,11,0,0,38,14,0,G,Gonzalo,Castro
663,Alexandru Maxim,106,VFB,Midfielder,18,7,9,0,0,3,0,16,11,11,0,0,0,0,0,A,Alexandru,Maxim
664,Pierre-Michel Lasogga,105,HSV,Forward,18,13,1,0,0,1,0,3,2,6,0,0,0,0,0,P,Pierre-Michel,Lasogga
665,Szabolcs Huszti,105,H96,Defender,30,10,7,3,3,10,1,0,0,10,0,1,53,29,0,S,Szabolcs,Huszti
666,Vedad Ibisevic,103,VFB,Forward,25,10,3,0,0,3,1,4,2,5,0,1,0,0,0,V,Vedad,Ibisevic
667,Rafael van der Vaart,102,HSV,Midfielder,26,7,6,0,0,4,0,1,1,10,0,0,0,0,0,R,Rafael,Vaart
668,Bernd Leno,101,BL1,Goalkeeper,34,0,0,7,0,1,0,0,0,0,4,0,41,14,0,B,Bernd,Leno
669,Hiroshi Kiyotake,100,FCN,Midfielder,32,3,8,0,0,2,0,2,1,14,0,1,0,0,0,H,Hiroshi,Kiyotake
670,Jerome Boateng,99,BM1,Defender,25,1,1,12,2,6,1,6,0,2,0,0,13,2,0,J,Jerome,Boateng
671,Martin Harnik,98,VFB,Midfielder,23,10,1,0,0,6,0,8,7,9,0,1,0,0,0,M,Martin,Harnik
672,Jonathan Schmid,98,SCF,Midfielder,28,4,8,0,0,3,0,1,1,4,0,0,0,0,0,J,Jonathan,Schmid
673,Dominick Kumbela,97,,Forward,20,9,2,0,0,4,0,11,10,11,0,0,0,0,0,D,Dominick,Kumbela
674,Sidney Sam,97,BL1,Midfielder,16,8,7,0,0,2,0,7,6,13,0,0,0,0,0,S,Sidney,Sam
675,Nicolai Muller,96,,Midfielder,22,9,3,0,0,6,0,4,4,4,0,0,0,0,0,N,Nicolai,Muller
676,Sami Allagui,96,HB1,Forward,23,9,1,0,0,4,0,10,6,11,0,0,0,0,0,S,Sami,Allagui
677,Jefferson Farfan,94,SCH4,Forward,17,9,5,0,0,2,0,3,2,5,0,0,0,0,0,J,Jefferson,Farfan
678,Johannes Geis,93,,Defender,31,1,5,10,1,4,0,3,2,3,0,0,51,29,0,J,Johannes,Geis
679,Zdenek Pospech,92,,Defender,34,0,5,11,0,4,0,0,0,1,0,0,54,31,0,Z,Zdenek,Pospech
680,Roman Weidenfeller,91,BD1,Goalkeeper,30,0,0,10,0,1,0,1,0,0,1,0,33,13,0,R,Roman,Weidenfeller
681,Joselu,88,EF,Forward,18,9,2,0,0,3,0,12,6,2,0,1,0,0,0,J,Joselu,Joselu
682,Max Meyer,87,SCH4,Midfielder,21,6,3,0,0,3,0,12,9,16,0,0,0,0,0,M,Max,Meyer
683,Paul Verhaegh,87,,Defender,29,3,3,7,0,6,0,1,1,4,0,0,41,18,0,P,Paul,Verhaegh
684,Marc Andre ter Stegen,87,MON1,Goalkeeper,34,0,0,9,0,1,0,0,0,0,1,0,43,18,1,M,Marc,Stegen
685,Maximilian Arnold,87,VFL,Midfielder,27,7,2,0,0,3,2,3,1,14,0,0,0,0,0,M,Maximilian,Arnold
686,Klass - Jan Huntelaar,86,SCH4,Forward,17,12,0,0,0,5,0,1,1,8,0,2,0,0,0,K,Klass,Huntelaar
687,Robin Knoche,86,VFL,Midfielder,30,4,2,0,0,2,0,4,2,4,0,0,0,0,0,R,Robin,Knoche
688,Alexander Meier,85,EF,Midfielder,18,8,2,0,0,1,0,4,4,5,0,0,0,0,0,A,Alexander,Meier
689,Matthias Ostrzolek,85,,Defender,33,0,7,6,1,9,0,0,0,3,0,0,45,19,0,M,Matthias,Ostrzolek
690,Kevin-Prince Boateng,84,SCH4,Midfielder,28,6,2,0,0,6,0,0,0,9,0,1,0,0,0,K,Kevin-Prince,Boateng
691,Tony Jantschke,84,MON1,Defender,31,1,1,9,0,5,0,1,0,1,0,0,39,17,0,T,Tony,Jantschke
692,Stefan Aigner,84,EF,Midfielder,24,4,5,0,0,3,0,4,4,8,0,0,0,0,0,S,Stefan,Aigner
693,Mame Biram Diouf,83,H96,Forward,18,8,3,0,0,3,0,1,1,7,0,0,0,0,0,M,Mame,Diouf
694,Martin Stranzl,83,MON1,Defender,30,2,0,8,0,4,0,1,0,1,0,0,37,15,0,M,Martin,Stranzl
695,Timo Werner,82,VFB,Forward,16,4,6,0,0,2,0,16,14,10,0,0,0,0,0,T,Timo,Werner
696,Christian Gentner,82,VFB,Midfielder,28,4,3,0,0,1,0,0,0,0,0,1,0,0,0,C,Christian,Gentner
697,Nils Petersen,81,WB1,Forward,19,7,1,0,0,1,0,11,9,9,0,0,0,0,1,N,Nils,Petersen
698,Leonardo Bittencourt,80,H96,Midfielder,20,4,5,0,0,6,0,13,11,16,0,0,0,0,0,L,Leonardo,Bittencourt
699,Kevin Trapp,80,EF,Goalkeeper,34,0,0,9,0,2,0,0,0,1,2,0,57,32,0,K,Kevin,Trapp
700,Ralf Fahrmann,80,SCH4,Goalkeeper,22,0,0,11,0,0,0,8,0,0,0,0,19,8,0,R,Ralf,Fahrmann
701,Claudio Pizarro,79,BM1,Forward,6,10,2,0,0,0,0,21,11,2,0,0,0,0,0,C,Claudio,Pizarro
702,Naldo,79,VFL,Defender,33,3,2,5,0,7,0,0,0,0,0,0,49,21,0,N,Naldo,Naldo
703,Per Cijan Skjelbred,79,HSV,Midfielder,27,2,6,0,0,4,0,5,1,18,0,0,0,0,0,P,Per,Skjelbred
704,Sebastian Prodl,79,WB1,Defender,26,2,2,9,1,4,0,2,1,1,0,0,41,24,0,S,Sebastian,Prodl
705,Mats Hummels,79,BD1,Defender,23,2,2,7,2,4,1,0,0,3,0,0,22,8,0,M,Mats,Hummels
706,Simon Rolfes,78,BL1,Midfielder,22,4,2,0,0,1,0,12,9,1,0,0,0,0,0,S,Simon,Rolfes
707,Eljero Elia,78,WB1,Forward,23,4,3,0,0,4,0,11,10,14,0,0,0,0,1,E,Eljero,Elia
708,Nuri Sahin,77,BD1,Midfielder,31,2,2,0,0,4,0,3,3,6,0,0,0,0,0,N,Nuri,Sahin
709,Marco Russ,77,EF,Defender,28,3,3,7,2,7,0,2,1,3,0,0,49,29,0,M,Marco,Russ
710,Leon Andreasen,77,H96,Midfielder,28,3,3,0,0,6,0,5,3,8,0,0,0,0,0,L,Leon,Andreasen
711,Lars Stindl,77,H96,Forward,31,3,2,0,0,6,0,0,0,4,0,0,0,0,0,L,Lars,Stindl
712,Sebastian Jung,77,EF,Forward,30,0,7,0,0,4,0,0,0,1,0,0,0,0,0,S,Sebastian,Jung
713,Sebastian Rudy,76,,Midfielder,26,2,6,0,0,5,0,5,1,11,0,0,0,0,0,S,Sebastian,Rudy
714,Thomas Kraft,75,HB1,Goalkeeper,32,0,0,8,0,0,0,0,0,0,0,0,45,21,0,T,Thomas,Kraft
715,Nikolce Noveski,75,,Defender,32,1,0,10,0,5,0,0,0,1,0,0,51,29,0,N,Nikolce,Noveski
716,Adam Szalai,75,SCH4,Forward,14,7,0,0,0,2,0,20,14,5,0,0,0,0,0,A,Adam,Szalai
717,Luiz Gustavo,75,VFL,Midfielder,29,4,2,0,0,9,0,0,0,3,0,0,0,0,0,L,Luiz,Gustavo
718,Mirko Boland,75,,Midfielder,29,1,5,0,0,7,0,4,4,7,0,0,0,0,0,M,Mirko,Boland
719,Kevin Grosskreutz,75,BD1,Midfielder,31,1,3,0,0,3,0,3,2,3,0,0,0,0,0,K,Kevin,Grosskreutz
720,Ibrahima Traore,74,VFB,Midfielder,20,2,6,0,0,2,1,13,11,10,0,0,0,0,0,I,Ibrahima,Traore
721,Julian Draxler,74,SCH4,Midfielder,25,2,6,0,0,5,0,1,1,10,0,0,0,0,0,J,Julian,Draxler
722,Ragnar Klavan,74,,Defender,30,2,0,6,0,0,1,1,0,1,0,0,41,17,0,R,Ragnar,Klavan
723,Adam Hlousek,74,FCN,Forward,27,3,3,0,0,5,0,2,1,8,0,0,0,0,0,A,Adam,Hlousek
724,Bastian Schweinsteiger,73,BM1,Midfielder,22,4,4,0,0,4,0,3,1,8,0,0,0,0,0,B,Bastian,Schweinsteiger
725,Christopher Kramer,73,MON1,Midfielder,30,3,1,0,0,8,0,3,3,6,0,0,0,0,0,C,Christopher,Kramer
726,Eugen Polanski,73,,Midfielder,32,3,1,0,0,9,0,0,0,9,0,0,0,0,0,E,Eugen,Polanski
727,Vladimir Darida,71,SCF,Midfielder,21,3,5,0,0,3,0,2,2,5,0,0,0,0,0,V,Vladimir,Darida
728,Jan-Ingwer Callsen-Braker,70,,Defender,33,1,0,7,0,6,0,0,0,3,0,0,46,20,1,J,Jan-Ingwer,Callsen-Braker
729,Sokratis Papastathopoulos,70,BD1,Defender,24,1,1,6,2,5,0,8,4,1,0,0,33,13,0,S,Sokratis,Papastathopoulos
730,Toni Kroos,70,BM1,Midfielder,24,2,4,0,0,5,0,8,5,13,0,0,0,0,0,T,Toni,Kroos
731,Franco Di Santo,70,WB1,Forward,21,4,4,0,0,6,0,3,2,11,0,0,0,0,0,F,Franco,Santo
732,Daniel Baier,70,,Midfielder,34,0,2,0,0,4,0,0,0,0,0,0,0,0,0,D,Daniel,Baier
733,Omer Toprak,69,BL1,Defender,27,1,1,6,0,6,0,4,1,1,0,0,34,12,0,O,Omer,Toprak
734,Marcel Schmelzer,68,BD1,Defender,19,1,3,6,0,1,0,1,0,4,0,0,20,7,0,M,Marcel,Schmelzer
735,Peter Pekarik,67,HB1,Defender,30,0,1,7,0,4,0,3,1,1,0,0,45,21,0,P,Peter,Pekarik
736,Emir Spahic,67,BL1,Defender,26,2,2,5,1,9,1,3,1,1,0,0,33,12,0,E,Emir,Spahic
737,Joo Ho Park,67,,Defender,26,1,2,6,2,2,0,1,1,2,0,0,42,23,0,J,Joo,Park
738,Lars Bender,67,BL1,Midfielder,28,2,1,0,0,3,0,1,1,8,0,0,0,0,0,L,Lars,Bender
739,Marvin Plattenhardt,67,FCN,Midfielder,30,1,2,0,0,5,0,3,1,2,0,0,0,0,0,M,Marvin,Plattenhardt
740,Tolgay Arslan,67,HSV,Midfielder,27,1,4,0,0,9,0,5,5,8,0,0,0,0,0,T,Tolgay,Arslan
741,Emre Can,66,BL1,Midfielder,23,3,3,0,0,9,0,9,5,4,0,0,0,0,0,E,Emre,Can
742,Karim Bellarabi,66,,Midfielder,20,3,4,0,0,7,0,6,6,8,0,0,0,0,0,K,Karim,Bellarabi
743,Omar Elabdellaoui,66,,Midfielder,27,1,2,0,0,1,0,4,2,7,0,0,0,0,0,O,Omar,Elabdellaoui
744,Hajime Hosogai,65,HB1,Midfielder,33,0,1,0,0,4,0,1,0,8,0,0,0,0,0,H,Hajime,Hosogai
745,Daniel Davari,65,,Goalkeeper,29,0,1,6,0,0,0,4,1,0,1,0,50,26,0,D,Daniel,Davari
746,Loris Karius,65,,Goalkeeper,23,0,0,9,0,0,0,0,0,0,0,0,31,17,0,L,Loris,Karius
747,Edgar Prib,65,H96,Midfielder,17,2,4,0,0,5,0,15,14,8,0,0,0,0,0,E,Edgar,Prib
748,Milan Badelj,64,HSV,Midfielder,29,1,2,0,0,5,0,0,0,7,0,0,0,0,0,M,Milan,Badelj
749,Vaclav Kadlec,63,EF,Forward,13,5,2,0,0,1,0,19,7,9,0,0,0,0,0,V,Vaclav,Kadlec
750,Xherdan Shaqiri,63,BM1,Midfielder,10,6,2,0,0,0,0,11,7,8,0,0,0,0,0,X,Xherdan,Shaqiri
751,Oscar Wendt,63,MON1,Defender,16,3,1,5,0,2,0,8,2,1,0,0,20,7,0,O,Oscar,Wendt
752,Zlatko Junuzovic,63,WB1,Midfielder,26,2,2,0,0,5,0,0,0,4,0,0,0,0,0,Z,Zlatko,Junuzovic
753,Lukasz Piszczek,63,BD1,Defender,15,3,0,6,0,0,0,7,4,1,0,0,23,10,0,L,Lukasz,Piszczek
754,Sebastian Boenisch,62,BL1,Defender,25,1,3,3,0,2,0,4,0,0,0,0,34,12,0,S,Sebastian,Boenisch
755,Leon Goretzka,62,SCH4,Midfielder,15,4,1,0,0,1,0,14,10,5,0,0,0,0,0,L,Leon,Goretzka
756,Kevin De Bruyne,62,VFL,Midfielder,16,3,6,0,0,3,0,0,0,6,0,0,0,0,0,K,Kevin,Bruyne
757,Julian Schuster,62,SCF,Midfielder,22,3,1,0,0,5,0,6,5,6,0,0,0,0,0,J,Julian,Schuster
758,Cedric Makiadi,62,WB1,Midfielder,26,1,1,0,0,2,0,6,4,9,0,0,0,0,0,C,Cedric,Makiadi
759,Artjoms Rudnevs,61,HSV,Midfielder,12,4,3,0,0,2,0,19,10,8,0,0,0,0,0,A,Artjoms,Rudnevs
760,Oliver Baumann,61,SCF,Goalkeeper,33,0,0,5,0,0,0,1,0,0,1,0,58,30,0,O,Oliver,Baumann
761,Sven Schipplock,61,,Forward,7,6,2,0,0,5,0,17,16,6,0,0,0,0,0,S,Sven,Schipplock
762,Yunis Malli,61,,Midfielder,11,4,3,0,0,0,0,16,10,9,0,0,0,0,0,Y,Yunis,Malli
763,Stefan Bell,60,,Forward,25,0,4,0,0,4,0,4,2,1,0,0,0,0,0,S,Stefan,Bell
764,Sebastien Langkamp,59,HB1,Defender,29,0,0,6,1,6,0,0,0,2,0,0,41,19,0,S,Sebastien,Langkamp
765,Markus Feulner,59,FCN,Midfielder,20,2,3,0,0,5,0,7,5,5,0,0,0,0,0,M,Markus,Feulner
766,Javi Martinez,59,BM1,Defender,14,0,0,8,1,3,0,7,4,0,0,0,13,4,0,J,Javi,Martinez
767,Ron-Robert Zieler,59,H96,Goalkeeper,34,0,0,6,0,2,0,0,0,0,0,0,59,31,0,R,Ron-Robert,Zieler
768,Oliver Sorg,59,SCF,Defender,31,2,2,4,0,6,0,0,0,0,0,0,56,29,0,O,Oliver,Sorg
769,Felipe Santana,59,SCH4,Defender,13,1,1,7,2,1,0,12,7,0,0,0,21,10,1,F,Felipe,Santana
770,Maximilian Beister,59,HSV,Forward,14,5,3,0,0,5,0,2,2,8,0,0,0,0,0,M,Maximilian,Beister
771,Diego Benaglio,59,VFL,Goalkeeper,29,0,0,5,0,0,0,0,0,1,0,0,43,19,0,D,Diego,Benaglio
772,Gelson Fernandes,59,SCF,Midfielder,26,1,1,0,0,5,0,7,4,7,0,0,0,0,0,G,Gelson,Fernandes
773,Carlos Zambrano,59,EF,Defender,30,0,0,8,1,13,0,0,0,3,0,0,43,22,0,C,Carlos,Zambrano
774,Felix Klaus,58,SCF,Midfielder,14,5,1,0,0,5,0,10,7,8,0,0,0,0,0,F,Felix,Klaus
775,Antonio Rudiger,58,VFB,Defender,30,2,0,5,0,3,1,0,0,0,0,0,51,26,0,A,Antonio,Rudiger
776,Tim Hoogland,57,SCH4,Defender,15,0,0,7,2,2,0,16,4,3,0,0,17,7,0,T,Tim,Hoogland
777,Johannes Flum,57,EF,Midfielder,23,3,2,0,0,10,0,3,3,9,0,0,0,0,1,J,Johannes,Flum
778,Ermin Bicakcic,57,,Defender,31,1,0,6,0,5,0,0,0,2,0,0,54,29,0,E,Ermin,Bicakcic
779,Ronny,57,HB1,Defender,10,4,4,0,5,4,0,23,17,4,0,0,40,18,0,R,Ronny,Ronny
780,Jacques Zoua,57,HSV,Forward,18,2,2,0,0,4,0,14,9,4,0,0,0,0,0,J,Jacques,Zoua
781,Christoph Moritz,56,,Midfielder,21,2,2,0,0,6,0,11,4,14,0,0,0,0,0,C,Christoph,Moritz
782,Giulio Donati,56,BL1,Defender,19,1,1,5,0,5,0,13,4,2,0,0,27,9,0,G,Giulio,Donati
783,Marwin Hitz,55,,Goalkeeper,19,0,0,7,0,0,0,8,0,0,0,0,20,8,1,M,Marwin,Hitz
784,Jan Hochscheidt,55,,Midfielder,19,4,0,0,0,4,0,2,1,7,0,0,0,0,0,J,Jan,Hochscheidt
785,Matthias Ginter,55,SCF,Defender,34,0,0,5,0,1,0,0,0,1,0,0,61,32,0,M,Matthias,Ginter
786,Mike Frantz,55,FCN,Midfielder,24,1,1,0,0,5,0,8,7,9,0,0,0,0,1,M,Mike,Frantz
787,Luca Caldirola,55,WB1,Defender,33,0,1,8,1,6,0,0,0,1,0,0,66,42,0,L,Luca,Caldirola
788,Anis Ben Hatira,54,HB1,Midfielder,19,2,2,0,0,2,0,7,2,13,0,0,0,0,0,A,Anis,Hatira
789,Daniel Schwaab,54,VFB,Defender,32,0,1,5,1,2,0,0,1,2,0,0,58,31,1,D,Daniel,Schwaab
790,Kevin Vogt,53,,Midfielder,22,1,1,0,0,5,0,8,6,7,0,0,0,0,0,K,Kevin,Vogt
791,Heiko Westermann,52,HSV,Defender,30,3,2,4,0,4,0,0,0,2,0,0,67,41,0,H,Heiko,Westermann
792,Sebastian Freis,52,SCF,Forward,13,2,4,0,0,0,0,6,4,9,0,0,0,0,0,S,Sebastian,Freis
793,Tranquillo Barnetta,52,SCH4,Midfielder,20,1,2,0,0,2,0,10,3,12,0,0,0,0,0,T,Tranquillo,Barnetta
794,Johannes van den Bergh,52,HB1,Midfielder,25,0,1,0,0,2,0,3,1,2,0,0,0,0,0,J,Johannes,Bergh
795,Alvaro Dominguez,51,MON1,Defender,20,1,1,4,1,2,0,5,1,2,0,0,30,14,0,A,Alvaro,Dominguez
796,Jonas Hofmann,51,BD1,Midfielder,4,2,4,0,0,1,0,30,22,3,0,0,0,0,0,J,Jonas,Hofmann
797,Ja-Cheol Koo,51,VFL,Midfielder,16,1,2,0,0,0,0,10,8,13,0,0,0,0,0,J,Ja-Cheol,Koo
798,Christian Schulz,51,H96,Defender,24,1,0,5,0,3,0,7,3,2,0,0,44,22,0,C,Christian,Schulz
799,Sascha Molders,51,,Forward,16,2,1,0,0,1,0,11,7,7,0,0,0,0,0,S,Sascha,Molders
800,Tolga Cigerci,50,HB1,Midfielder,18,2,3,0,0,6,0,2,1,8,0,0,0,0,0,T,Tolga,Cigerci
801,Gotoku Sakai,50,VFB,Defender,26,0,2,5,0,4,0,7,2,3,0,0,49,26,0,G,Gotoku,Sakai
802,Rene Adler,49,HSV,Goalkeeper,30,0,0,4,0,0,0,0,0,0,2,0,63,37,0,R,Rene,Adler
803,Ken Reichel,49,,Defender,27,1,1,4,0,4,0,0,0,2,0,0,48,25,0,K,Ken,Reichel
804,Harvard Nordtveit,49,MON1,Defender,14,1,2,2,4,2,0,14,7,4,0,0,23,8,1,H,Harvard,Nordtveit
805,Hiroki Sakai,48,H96,Defender,26,1,0,5,0,7,0,5,0,3,0,0,43,22,0,H,Hiroki,Sakai
806,Niklas Sule,48,,Defender,20,4,0,2,1,2,0,12,5,0,0,0,47,25,0,N,Niklas,Sule
807,Theodor Gebre Selassie,48,WB1,Defender,18,2,1,5,4,2,0,16,11,0,0,0,58,38,0,T,Theodor,Selassie
808,Atsuto Uchida,48,SCH4,Defender,17,0,3,6,1,5,0,0,0,1,0,0,26,16,0,A,Atsuto,Uchida
809,Thiago Alcantara,48,BM1,Midfielder,11,2,4,0,0,1,0,8,5,3,0,0,0,0,0,T,Thiago,Alcantara
810,Raphael Schafer,47,FCN,Goalkeeper,33,0,0,4,0,3,0,0,0,1,1,0,66,37,0,R,Raphael,Schafer
811,Andreas Beck,47,,Defender,33,1,2,3,0,5,0,0,0,2,0,0,67,37,0,A,Andreas,Beck
812,Norman Theuarkhus,47,,Defender,26,0,2,5,1,10,0,5,3,3,0,0,49,26,0,N,Norman,Theuarkhus
813,Santiago Garcia,47,WB1,Defender,21,3,0,6,1,10,0,2,1,2,0,0,42,27,0,S,Santiago,Garcia
814,Erik Durm,47,BD1,Defender,14,0,0,5,1,0,0,16,5,0,0,0,21,8,0,E,Erik,Durm
815,Karim Guede,47,SCF,Midfielder,16,3,0,0,0,4,0,13,4,11,0,0,0,0,0,K,Karim,Guede
816,Timothy Chandler,47,FCN,Midfielder,19,1,2,0,0,4,0,3,2,3,0,0,0,0,0,T,Timothy,Chandler
817,Clemens Fritz,47,WB1,Midfielder,21,0,3,0,0,5,0,5,1,5,0,0,0,0,0,C,Clemens,Fritz
818,Kai Herdling,47,,Forward,12,2,2,0,0,4,0,21,11,11,0,0,0,0,0,K,Kai,Herdling
819,Phillip Bargfrede,46,WB1,Midfielder,17,3,0,0,0,6,0,3,3,4,0,0,0,0,0,P,Phillip,Bargfrede
820,Sead Kolasinac,46,SCH4,Midfielder,21,0,2,0,0,5,0,7,3,5,0,0,0,0,0,S,Sead,Kolasinac
821,Diego,45,VFL,Midfielder,15,3,2,0,0,6,0,0,0,2,0,0,0,0,0,D,Diego,Diego
822,Moritz Leitner,45,VFB,Midfielder,17,1,2,0,0,4,0,9,4,7,0,0,0,0,0,M,Moritz,Leitner
823,Deniz Dogan,45,,Defender,19,0,2,5,0,1,0,13,4,2,0,0,40,22,0,D,Deniz,Dogan
824,Junior Diaz,45,,Defender,15,0,1,5,3,3,0,14,5,3,0,0,28,16,0,J,Junior,Diaz
825,Sven Ulreich,45,VFB,Goalkeeper,31,0,0,4,0,2,0,0,0,0,0,0,58,31,0,S,Sven,Ulreich
826,Daniel Ginczek,44,FCN,Forward,12,3,1,0,0,3,0,5,5,7,0,0,0,0,0,D,Daniel,Ginczek
827,Christian Gunter,44,SCF,Defender,25,0,1,5,0,3,0,9,4,3,0,0,51,27,1,C,Christian,Gunter
828,Alexander Madlung,44,EF,Defender,14,2,1,3,3,1,0,2,2,2,0,0,26,16,0,A,Alexander,Madlung
829,Raphael Wolf,43,WB1,Goalkeeper,21,0,0,6,0,0,0,13,0,0,1,0,43,28,0,R,Raphael,Wolf
830,Granit Xhaka,43,MON1,Midfielder,23,0,1,0,0,11,0,7,5,8,0,0,0,0,0,G,Granit,Xhaka
831,Didier Ya Konan,43,H96,Forward,9,3,1,0,0,0,0,7,7,6,0,0,0,0,0,D,Didier,Konan
832,Artur Sobiech,42,H96,Forward,12,3,0,0,0,2,0,7,5,7,0,0,0,0,0,A,Artur,Sobiech
833,Branimir Hrgota,41,MON1,Forward,3,2,0,0,0,2,0,31,27,3,0,0,0,0,0,B,Branimir,Hrgota
834,Per Nilsson,41,FCN,Defender,20,3,0,2,1,3,1,0,0,3,0,0,35,18,0,P,Per,Nilsson
835,Daniel van Buyten,41,BM1,Defender,10,1,0,4,2,3,0,17,2,0,0,0,9,3,0,D,Daniel,Buyten
836,Havard Nielsen,41,,Forward,15,2,0,0,0,0,0,2,1,6,0,0,0,0,0,H,Havard,Nielsen
837,Christian Trasch,41,VFL,Midfielder,21,0,1,0,0,2,1,2,1,3,0,0,0,0,0,C,Christian,Trasch
838,Constant Djakpa,41,EF,Defender,19,0,0,4,3,4,0,13,3,6,0,0,33,18,0,C,Constant,Djakpa
839,Manuel Schmiedebach,41,H96,Defender,19,1,1,3,2,1,1,13,5,3,0,0,41,22,0,M,Manuel,Schmiedebach
840,John Anthony Brooks,41,HB1,Defender,14,2,0,3,1,2,0,9,2,4,0,0,23,11,0,J,John,Brooks
841,Ivo Ilicevic,40,HSV,Midfielder,9,3,0,0,0,2,0,11,9,3,0,0,0,0,0,I,Ivo,Ilicevic
842,Benjamin Kessel,40,,Defender,19,2,1,2,1,4,0,9,1,2,0,0,35,18,0,B,Benjamin,Kessel
843,Jakub Blaszczykowski,40,BD1,Midfielder,11,2,1,0,0,0,0,5,5,10,0,0,0,0,0,J,Jakub,Blaszczykowski
844,Julian Korb,39,MON1,Midfielder,22,0,0,0,0,5,0,7,0,2,0,0,0,0,0,J,Julian,Korb
845,Bas Dost,39,VFL,Forward,6,4,0,0,0,0,0,8,7,4,0,0,0,0,0,B,Bas,Dost
846,Raul Bobadilla,39,,Forward,9,3,0,0,0,2,0,9,8,8,0,0,0,0,0,R,Raul,Bobadilla
847,Chinedu Obasi,39,SCH4,Forward,7,3,1,0,0,1,0,12,8,7,0,0,0,0,0,C,Chinedu,Obasi
848,Daniel Caligiuri,39,VFL,Midfielder,9,1,1,0,0,2,0,21,15,4,0,0,0,0,0,D,Daniel,Caligiuri
849,Orhan Ademi,39,,Forward,8,1,1,0,0,1,0,22,16,5,0,0,0,0,0,O,Orhan,Ademi
850,Petr Jiracek,38,HSV,Midfielder,10,1,1,0,0,1,0,21,11,3,0,0,0,0,0,P,Petr,Jiracek
851,Tarik Elyounoussi,38,,Forward,13,0,3,0,0,5,0,17,8,9,0,0,0,0,0,T,Tarik,Elyounoussi
852,Philipp Wollscheid,38,BL1,Defender,14,0,0,2,3,6,0,15,7,1,0,0,21,5,0,P,Philipp,Wollscheid
853,Jan Rosenthal,37,EF,Midfielder,7,2,1,0,0,1,0,17,11,2,0,0,0,0,0,J,Jan,Rosenthal
854,Sven Bender,37,BD1,Midfielder,18,1,0,0,0,2,0,2,1,9,0,0,0,0,1,S,Sven,Bender
855,Sebastian Kehl,37,BD1,Midfielder,12,1,1,0,0,0,0,12,5,2,0,0,0,0,0,S,Sebastian,Kehl
856,Roberto Hilbert,37,BL1,Midfielder,15,1,1,0,0,2,0,14,1,5,0,0,0,0,0,R,Roberto,Hilbert
857,Fabian Lustenberger,37,HB1,Midfielder,19,0,0,0,0,1,0,1,0,0,0,0,0,0,0,F,Fabian,Lustenberger
