,Players,Points,Clubs,Position,Start,Goals,A,CS,CS part,Yellow,Red,Sub,CO,Off,Pen SV,Pen M,Goals conceded,Conceded 1+,OG,FirstInitial,Firstname,Surname
212,Leandro Bacuna,55,AVILLA,Midfielder,27,1,0,0,0,8,0,11,4,5,0,0,0,0,0,L,Leandro,Bacuna
213,Kevin Mirallas,55,EVER,Forward,10,4,2,0,0,1,1,23,13,4,0,0,0,0,0,K,Kevin,Mirallas
214,Joselu,55,STOKEC,Forward,10,4,1,0,0,0,0,24,12,4,0,0,0,0,0,J,Joselu,Joselu
215,Miguel Britos,55,WFC,Defender,24,0,0,7,0,7,0,5,0,3,0,0,31,14,0,M,Miguel,Britos
216,Enner Valencia,54,WESTHAM,Midfielder,10,4,2,0,0,1,0,12,9,7,0,0,0,0,0,E,Enner,Valencia
217,Jack Colback,54,NEWU,Midfielder,28,1,1,0,0,11,0,1,1,10,0,0,0,0,0,J,Jack,Colback
218,Lamine Kone,54,SUND,Defender,15,2,1,4,0,0,0,0,0,1,0,0,16,5,0,L,Lamine,Kone
219,Jeremain Lens,54,SUND,Forward,14,3,3,0,0,4,0,12,6,7,0,0,0,0,0,J,Jeremain,Lens
220,Andros Townsend,54,SPURS,Midfielder,12,4,2,0,0,0,0,9,4,3,0,0,0,0,0,A,Andros,Townsend
221,James Morrison,54,WBFC,Midfielder,17,3,3,0,0,3,0,2,1,7,0,1,0,0,0,J,James,Morrison
222,Emre Can,54,LPOOL,Midfielder,28,1,0,0,0,9,0,2,2,4,0,0,0,0,0,E,Emre,Can
223,Mamadou Sakho,53,LPOOL,Defender,21,1,0,5,0,1,0,4,1,2,0,0,31,14,0,M,Mamadou,Sakho
224,Marcos Rojo,53,MUFC,Defender,15,0,1,5,4,3,0,3,1,6,0,0,13,6,0,M,Marcos,Rojo
225,Jordan Henderson,53,LPOOL,Midfielder,15,2,4,0,0,1,0,4,2,5,0,0,0,0,0,J,Jordan,Henderson
226,Marcus Rashford,53,MUFC,Forward,11,5,2,0,0,0,0,2,0,7,0,0,0,0,0,M,Marcus,Rashford
227,Memphis Depay,53,MUFC,Midfielder,16,2,0,0,0,2,0,21,13,6,0,0,0,0,0,M,Memphis,Depay
228,Adam Johnson,52,SUND,Midfielder,11,2,5,0,0,3,0,9,8,3,0,0,0,0,0,A,Adam,Johnson
229,Winston Reid,52,WESTHAM,Defender,24,1,1,6,0,5,0,2,0,1,0,0,38,20,1,W,Winston,Reid
230,Sebastian Prodl,52,WFC,Defender,19,2,0,5,0,5,0,14,2,0,0,0,29,13,0,S,Sebastian,Prodl
231,Jose Manuel Jurado,51,WFC,Midfielder,27,0,0,0,0,3,0,2,0,20,0,0,0,0,0,J,Jose,Jurado
232,Divock Origi,51,LPOOL,Forward,7,5,1,0,0,0,0,16,9,5,0,0,0,0,0,D,Divock,Origi
233,Thibaut Courtois,51,CHEL,Goalkeeper,23,0,0,5,0,1,2,1,0,0,1,0,31,13,0,T,Thibaut,Courtois
234,Matt Targett,51,SOTOM,Defender,13,0,1,6,2,1,0,4,1,5,0,0,12,6,0,M,Matt,Targett
235,Joel Campbell,51,ARSL,Forward,11,3,2,0,0,0,0,19,8,10,0,0,0,0,0,J,Joel,Campbell
236,Luis Antonio Valencia,51,MUFC,Defender,8,0,3,4,5,1,0,10,6,2,0,0,10,5,0,L,Luis,Valencia
237,Lee Cattermole,50,SUND,Midfielder,27,0,0,0,0,8,0,5,4,11,0,0,0,0,0,L,Lee,Cattermole
238,Maarten Stekelenburg,50,SOTOM,Goalkeeper,17,0,0,6,0,0,0,16,0,0,0,0,19,8,0,M,Maarten,Stekelenburg
239,Martin Skrtel,50,LPOOL,Defender,21,1,0,6,0,5,0,5,1,1,0,0,30,14,1,M,Martin,Skrtel
240,Jordan Ibe,50,LPOOL,Midfielder,12,1,2,0,0,0,0,21,15,9,0,0,0,0,0,J,Jordan,Ibe
241,Leighton Baines,50,EVER,Defender,16,2,1,4,0,0,0,7,2,0,0,0,27,13,0,L,Leighton,Baines
242,Alexander Tettey,49,NCFC,Midfielder,23,2,1,0,0,10,0,0,0,3,0,0,0,0,0,A,Alexander,Tettey
243,Joleon Lescott,49,WBFC,Defender,32,1,0,5,0,2,0,6,0,2,0,0,65,38,0,J,Joleon,Lescott
244,John Terry,49,CHEL,Defender,24,1,0,6,0,2,1,2,0,3,0,0,38,20,1,J,John,Terry
245,Papiss Cisse,49,NEWU,Forward,14,3,0,0,0,1,0,11,7,11,0,0,0,0,0,P,Papiss,Cisse
246,Maya Yoshida,49,SOTOM,Defender,10,1,0,4,4,0,0,27,10,2,0,0,22,10,0,M,Maya,Yoshida
247,Ikechi Anya,48,WFC,Midfielder,17,0,1,0,0,0,0,20,11,5,0,0,0,0,0,I,Ikechi,Anya
248,Sebastien Bassong,48,NCFC,Defender,30,1,0,4,0,4,0,5,2,1,0,0,59,31,0,S,Sebastien,Bassong
249,Duncan Watmore,48,SUND,Midfielder,7,3,1,0,0,0,0,19,16,3,0,0,0,0,0,D,Duncan,Watmore
250,Fernando,47,MCFC,Midfielder,17,2,0,0,0,4,0,11,7,3,0,0,0,0,0,F,Fernando,Fernando
251,Carles Gil,47,AVILLA,Midfielder,17,2,0,0,0,3,0,17,6,12,0,0,0,0,0,C,Carles,Gil
252,Steven Fletcher,47,SUND,Forward,11,4,0,0,0,0,0,10,5,9,0,0,0,0,0,S,Steven,Fletcher
253,Ryan Shawcross,47,STOKEC,Defender,20,0,0,7,0,3,0,0,0,1,0,0,31,18,0,R,Ryan,Shawcross
254,Callum Wilson,47,BOU,Forward,9,5,0,0,0,0,0,4,4,4,0,0,0,0,0,C,Callum,Wilson
255,Benik Afobe,47,BOU,Forward,12,4,0,0,0,0,0,3,3,10,0,0,0,0,0,B,Benik,Afobe
256,Gael Clichy,46,MCFC,Defender,12,0,1,5,1,0,0,13,2,2,0,0,13,5,0,G,Gael,Clichy
257,Michael Carrick,46,MUFC,Midfielder,22,0,0,0,0,4,0,9,6,7,0,0,0,0,0,M,Michael,Carrick
258,Ben Davies,46,SPURS,Defender,14,0,2,5,0,3,0,19,3,0,0,0,20,8,0,B,Ben,Davies
259,John Ruddy,46,NCFC,Goalkeeper,27,0,0,3,0,0,0,11,0,0,0,0,44,20,0,J,John,Ruddy
260,James Collins,46,WESTHAM,Defender,16,0,0,5,1,3,1,13,3,1,0,0,18,5,0,J,James,Collins
261,Jeffrey Schlupp,45,LEICSC,Forward,14,1,2,0,0,4,0,11,10,5,0,0,0,0,0,J,Jeffrey,Schlupp
262,Andy King,45,LEICSC,Midfielder,9,2,1,0,0,2,0,27,16,1,0,0,0,0,0,A,Andy,King
263,Victor Moses,45,CHEL,Midfielder,13,1,2,0,0,0,0,12,8,11,0,0,0,0,0,V,Victor,Moses
264,Oriol Romeu,44,SOTOM,Midfielder,17,1,0,0,0,7,0,19,12,7,0,0,0,0,0,O,Oriol,Romeu
265,Danny Welbeck,44,ARSL,Forward,7,4,2,0,0,0,0,5,4,7,0,0,0,0,0,D,Danny,Welbeck
266,Vito Mannone,44,SUND,Goalkeeper,19,0,0,4,0,2,0,19,0,0,0,0,23,8,0,V,Vito,Mannone
267,Chris Brunt,44,WBFC,Midfielder,20,0,3,0,0,7,0,2,2,4,0,0,0,0,0,C,Chris,Brunt
268,Martin Olsson,44,NCFC,Defender,20,1,2,3,1,2,0,13,4,2,0,0,43,23,0,M,Martin,Olsson
269,Francis Coquelin,44,ARSL,Midfielder,21,0,1,0,0,6,0,6,5,8,0,0,0,0,0,F,Francis,Coquelin
270,Bakary Sako,43,LCFC,Midfielder,11,2,1,0,0,1,0,12,9,8,0,0,0,0,0,B,Bakary,Sako
271,Matt Jarvis,43,WESTHAM,Midfielder,13,1,1,0,0,0,0,15,9,10,0,0,0,0,0,M,Matt,Jarvis
272,Lucas Leiva,43,LPOOL,Midfielder,21,0,1,0,0,8,0,9,6,4,0,0,0,0,0,L,Lucas,Leiva
273,Jefferson Montero,43,SWAN,Midfielder,14,0,2,0,0,0,0,18,9,9,0,0,0,0,0,J,Jefferson,Montero
274,Fabricio Coloccini,42,NEWU,Defender,26,1,0,5,0,1,1,0,0,1,0,0,49,28,1,F,Fabricio,Coloccini
275,John O'Shea,42,SUND,Defender,23,0,0,1,4,2,0,11,5,3,0,0,42,19,0,J,John,O'Shea
276,Gary Cahill,42,CHEL,Defender,21,2,1,2,0,2,0,12,2,0,0,0,39,18,1,G,Gary,Cahill
277,John Mikel Obi,41,CHEL,Midfielder,19,0,1,0,0,6,0,16,6,4,0,0,0,0,0,J,John,Obi
278,Joe Allen,40,LPOOL,Midfielder,8,2,1,0,0,0,0,21,11,5,0,0,0,0,0,J,Joe,Allen
279,Glenn Murray,40,LCFC,Forward,8,3,0,0,0,2,0,18,13,7,0,1,0,0,0,G,Glenn,Murray
280,Angel Rangel,40,SWAN,Defender,20,0,0,4,1,6,0,17,3,4,0,0,33,15,0,A,Angel,Rangel
281,Harry Arter,40,BOU,Midfielder,21,1,0,0,0,7,0,0,0,13,0,0,0,0,0,H,Harry,Arter
282,Leon Britton,40,SWAN,Midfielder,19,0,0,0,0,4,0,11,6,12,0,0,0,0,0,L,Leon,Britton
283,Gabriel Agbonlahor,39,AVILLA,Forward,13,1,2,0,0,0,0,2,2,7,0,0,0,0,0,G,Gabriel,Agbonlahor
284,Modou Barrow,39,SWAN,Forward,6,1,2,0,0,0,0,22,16,4,0,0,0,0,0,M,Modou,Barrow
285,Ben Foster,39,WBFC,Goalkeeper,15,0,0,4,0,1,0,2,0,0,0,0,17,6,0,B,Ben,Foster
286,Cuco Martina,38,SOTOM,Defender,11,1,2,1,2,1,0,19,4,1,0,0,18,6,0,C,Cuco,Martina
287,Mauro Zarate,38,WESTHAM,Forward,9,3,0,0,0,1,0,8,6,8,0,0,0,0,0,M,Mauro,Zarate
288,Wahbi Khazri,37,SUND,Midfielder,13,2,1,0,0,3,0,2,1,7,0,0,0,0,0,W,Wahbi,Khazri
289,Jordy Clasie,37,SOTOM,Midfielder,20,0,0,0,0,5,0,8,2,16,0,0,0,0,0,J,Jordy,Clasie
290,Dwight Gayle,37,LCFC,Forward,8,3,0,0,0,2,0,11,8,5,0,0,0,0,0,D,Dwight,Gayle
291,Robert Elliot,37,NEWU,Goalkeeper,21,0,0,4,0,1,0,4,0,0,0,0,37,20,0,R,Robert,Elliot
292,Mile Jedinak,37,LCFC,Midfielder,16,0,0,0,0,6,0,14,11,2,0,0,0,0,0,M,Mile,Jedinak
293,Alex Iwobi,37,ARSL,Forward,8,2,2,0,0,0,0,13,5,7,0,0,0,0,0,A,Alex,Iwobi
294,Alex Oxlade-Chamberlain,36,ARSL,Midfielder,9,1,0,0,0,0,0,14,13,8,0,0,0,0,0,A,Alex,Oxlade-Chamberlain
295,Pedro Obiang,36,WESTHAM,Midfielder,11,0,1,0,0,2,0,22,13,4,0,0,0,0,0,P,Pedro,Obiang
296,Graham Dorrans,36,NCFC,Midfielder,14,0,1,0,0,2,0,19,7,7,0,0,0,0,0,G,Graham,Dorrans
297,Gary O'Neil,36,NCFC,Midfielder,19,0,0,0,0,7,1,15,8,1,0,0,0,0,0,G,Gary,O'Neil
298,Pablo Zabaleta,36,MCFC,Defender,12,0,2,3,2,3,0,13,1,1,0,0,16,8,0,P,Pablo,Zabaleta
299,Martin Demichelis,35,MCFC,Defender,10,0,0,3,5,3,0,27,10,1,0,0,26,14,0,M,Martin,Demichelis
300,Fabian Delph,35,MCFC,Midfielder,8,2,0,0,0,0,0,11,9,7,0,0,0,0,0,F,Fabian,Delph
301,Max Gradel,35,BOU,Midfielder,11,1,2,0,0,1,0,3,3,11,0,0,0,0,0,M,Max,Gradel
302,Gianelli Imbula,34,STOKEC,Midfielder,14,2,0,0,0,4,0,0,0,0,0,0,0,0,0,G,Gianelli,Imbula
303,Santi Cazorla,34,ARSL,Midfielder,15,0,3,0,0,3,0,2,0,2,0,1,0,0,0,S,Santi,Cazorla
304,Asmir Begovic,34,CHEL,Goalkeeper,15,0,0,4,0,0,0,23,2,0,0,0,27,14,0,A,Asmir,Begovic
305,Joe Ledley,34,LCFC,Midfielder,11,1,0,0,0,1,0,16,8,7,0,0,0,0,0,J,Joe,Ledley
306,Marouane Fellaini,33,MUFC,Midfielder,12,1,0,0,0,2,0,15,6,6,0,0,0,0,0,M,Marouane,Fellaini
307,Bastian Schweinsteiger,33,MUFC,Midfielder,13,1,0,0,0,3,0,5,5,5,0,0,0,0,0,B,Bastian,Schweinsteiger
308,Charlie Adam,33,STOKEC,Midfielder,12,1,1,0,0,6,1,17,10,7,0,0,0,0,0,C,Charlie,Adam
309,Carlos Sanchez,33,AVILLA,Midfielder,16,0,0,0,0,3,0,10,4,7,0,0,0,0,0,C,Carlos,Sanchez
310,Ryan Bennett,33,NCFC,Defender,20,0,0,4,0,7,0,12,2,2,0,0,33,15,1,R,Ryan,Bennett
311,Kieran Gibbs,33,ARSL,Defender,3,1,0,0,7,0,0,29,12,2,0,0,12,4,0,K,Kieran,Gibbs
312,Ashley Young,32,MUFC,Midfielder,11,1,1,0,0,5,0,14,7,3,0,0,0,0,0,A,Ashley,Young
313,Jack Grealish,32,AVILLA,Midfielder,9,1,1,0,0,1,0,16,7,5,0,0,0,0,0,J,Jack,Grealish
314,Ryan Mason,32,SPURS,Midfielder,8,1,0,0,0,3,0,17,14,7,0,0,0,0,0,R,Ryan,Mason
315,Kolo Toure,32,LPOOL,Defender,9,1,0,2,2,1,0,21,5,3,0,0,17,7,0,K,Kolo,Toure
316,Kevin Wimmer,32,SPURS,Defender,9,0,0,4,0,2,0,15,1,1,0,0,7,1,0,K,Kevin,Wimmer
317,Valon Behrami,32,WFC,Midfielder,14,0,1,0,0,3,1,12,7,6,0,0,0,0,0,V,Valon,Behrami
318,Cameron Borthwick-Jackson,32,MUFC,Defender,6,0,2,1,4,0,0,10,4,1,0,0,7,2,0,C,Cameron,Borthwick-Jackson
319,Ciaran Clark,31,AVILLA,Defender,16,1,0,3,2,6,0,15,2,0,0,0,31,18,0,C,Ciaran,Clark
320,Bryan Oviedo,31,EVER,Defender,12,0,1,3,1,0,0,9,2,4,0,0,22,12,0,B,Bryan,Oviedo
321,Jack Rodwell,31,SUND,Midfielder,9,1,0,0,0,5,0,20,13,1,0,0,0,0,0,J,Jack,Rodwell
322,Baba Rahman,31,CHEL,Defender,11,0,1,2,0,1,0,18,4,3,0,0,18,5,0,B,Baba,Rahman
323,Cheick Tiote,31,NEWU,Midfielder,16,0,0,0,0,5,0,9,4,12,0,0,0,0,0,C,Cheick,Tiote
324,Lewis Grabban,31,NCFC,Forward,7,1,0,0,0,2,0,19,14,5,0,0,0,0,0,L,Lewis,Grabban
325,Carl Jenkinson,30,WESTHAM,Defender,13,2,0,0,4,3,1,8,7,2,0,0,28,12,1,C,Carl,Jenkinson
326,Ricky Lambert,30,WBFC,Forward,5,1,1,0,0,2,0,28,14,3,0,0,0,0,0,R,Ricky,Lambert
327,Brad Guzan,30,AVILLA,Goalkeeper,28,0,0,2,0,2,0,10,0,0,0,0,58,32,0,B,Brad,Guzan
328,Karl Darlow,30,NEWU,Goalkeeper,9,0,0,3,0,0,0,21,0,0,1,0,11,5,0,K,Karl,Darlow
329,Jan Kirchhoff,29,SUND,Midfielder,14,0,0,0,0,0,0,1,1,10,0,0,0,0,0,J,Jan,Kirchhoff
330,Billy Jones,29,SUND,Defender,23,1,1,2,0,8,0,12,1,2,0,0,48,26,0,B,Billy,Jones
331,Ramires,28,CHEL,Midfielder,7,2,0,0,0,1,0,9,5,4,0,0,0,0,0,R,Ramires,Ramires
332,Brendan Galloway,28,EVER,Defender,14,0,1,2,1,2,0,7,1,4,0,0,24,12,0,B,Brendan,Galloway
333,Bertrand Traore,27,CHEL,Midfielder,4,2,1,0,0,0,0,19,6,4,0,0,0,0,0,B,Bertrand,Traore
334,Jordan Mutch,27,LCFC,Midfielder,7,0,0,0,0,0,0,21,13,4,0,0,0,0,0,J,Jordan,Mutch
335,Joel Robles,27,EVER,Goalkeeper,13,0,0,3,0,1,0,25,0,0,0,0,20,10,0,J,Joel,Robles
336,Phil Jones,27,MUFC,Defender,6,0,0,2,3,0,0,7,4,2,0,0,8,3,0,P,Phil,Jones
337,Samir Nasri,26,MCFC,Midfielder,4,2,1,0,0,3,0,8,8,2,0,0,0,0,0,S,Samir,Nasri
338,Ola Toivonen,26,SUND,Forward,9,0,2,0,0,1,0,15,3,7,0,0,0,0,0,O,Ola,Toivonen
339,Jores Okore,26,AVILLA,Defender,12,0,0,3,0,1,0,6,0,0,0,0,18,9,0,J,Jores,Okore
340,Emmanuel Adebayor,26,LCFC,Forward,7,1,1,0,0,1,0,6,5,5,0,0,0,0,0,E,Emmanuel,Adebayor
341,Tom Carroll,25,SPURS,Midfielder,4,1,0,0,0,3,0,28,15,3,0,0,0,0,0,T,Tom,Carroll
342,Mathieu Flamini,25,ARSL,Midfielder,12,0,0,0,0,3,0,8,4,3,0,0,0,0,0,M,Mathieu,Flamini
343,Sebastian Larsson,25,SUND,Midfielder,6,0,1,0,0,2,0,18,12,5,0,0,0,0,0,S,Sebastian,Larsson
344,Jamaal Lascelles,25,NEWU,Defender,10,2,0,3,1,1,1,18,8,0,0,0,37,23,0,J,Jamaal,Lascelles
345,Marco van Ginkel,25,STOKEC,Midfielder,8,0,0,0,0,0,0,13,9,5,0,0,0,0,0,M,Marco,Ginkel
346,Alberto Paloschi,25,SWAN,Forward,7,2,0,0,0,2,0,5,3,5,0,0,0,0,0,A,Alberto,Paloschi
347,Adlene Guedioura,25,WFC,Midfielder,3,0,2,0,0,2,0,26,15,2,0,0,0,0,0,A,Adlene,Guedioura
348,Costel Pantilimon,24,SUND,Goalkeeper,17,0,0,3,0,3,0,19,0,0,0,0,33,19,0,C,Costel,Pantilimon
349,Martin Kelly,24,LCFC,Defender,11,0,0,3,0,3,0,25,2,0,0,0,19,9,0,M,Martin,Kelly
350,Nikica Jelavic,24,WESTHAM,Forward,1,1,2,0,0,1,0,17,12,0,0,0,0,0,0,N,Nikica,Jelavic
351,Micah Richards,24,AVILLA,Defender,23,1,0,3,1,3,0,9,1,3,0,0,56,36,1,M,Micah,Richards
352,Leroy Fer,24,SWAN,Midfielder,9,0,2,0,0,2,0,4,2,4,0,0,0,0,0,L,Leroy,Fer
353,Mark Bunn,24,AVILLA,Goalkeeper,10,0,0,4,0,2,0,28,0,0,1,0,18,12,1,M,Mark,Bunn
354,Siem De Jong,24,NEWU,Midfielder,3,0,1,0,0,0,0,27,15,3,0,0,0,0,0,S,Siem,Jong
355,Eunan O'Kane,23,BOU,Midfielder,6,0,1,0,0,2,0,26,10,3,0,0,0,0,0,E,Eunan,O'Kane
356,Jordan Amavi,23,AVILLA,Forward,9,0,2,0,0,2,0,3,1,0,0,0,0,0,0,J,Jordan,Amavi
357,Luke Shaw,23,MUFC,Defender,5,0,1,3,0,1,0,0,0,0,0,0,3,1,0,L,Luke,Shaw
358,Calum Chambers,23,ARSL,Defender,2,0,0,2,5,2,0,27,10,0,0,0,9,4,1,C,Calum,Chambers
359,Kenedy,23,CHEL,Midfielder,4,1,0,0,0,0,0,20,10,3,0,0,0,0,0,K,Kenedy,Kenedy
360,Juan Carlos Paredes,23,WFC,Midfielder,7,0,0,0,0,1,0,19,10,4,0,0,0,0,0,J,Juan,Paredes
361,Brede Hangeland,22,LCFC,Defender,7,0,0,3,0,2,0,6,0,0,0,0,6,2,0,B,Brede,Hangeland
362,Chung-Yong Lee,22,LCFC,Midfielder,4,1,0,0,0,0,0,21,9,4,0,0,0,0,0,C,Chung-Yong,Lee
363,Ruben Loftus-Cheek,22,CHEL,Midfielder,4,1,0,0,0,0,0,26,9,2,0,0,0,0,0,R,Ruben,Loftus-Cheek
364,Sheyi Ojo,22,LPOOL,Midfielder,5,0,3,0,0,0,0,3,3,3,0,0,0,0,0,S,Sheyi,Ojo
365,Kieran Trippier,22,SPURS,Defender,5,1,1,1,0,1,0,29,1,0,0,0,5,0,0,K,Kieran,Trippier
366,Timm Klose,21,NCFC,Defender,10,1,0,2,0,3,0,1,0,2,0,0,14,6,1,T,Timm,Klose
367,James Chester,21,WBFC,Defender,9,0,0,3,0,4,0,28,4,2,0,0,19,9,0,J,James,Chester
368,Timothy Fosu-Mensah,21,MUFC,Defender,2,0,1,1,4,1,0,8,6,1,0,0,6,3,0,T,Timothy,Fosu-Mensah
369,Mario Suarez,21,WFC,Midfielder,8,0,0,0,0,2,0,7,7,3,0,0,0,0,0,M,Mario,Suarez
370,Loic Remy,21,CHEL,Forward,3,1,0,0,0,0,0,22,10,3,0,0,0,0,0,L,Loic,Remy
371,Nathan Dyer,20,SWAN,Midfielder,0,1,1,0,0,1,0,23,13,0,0,0,0,0,0,N,Nathan,Dyer
372,Rolando Aarons,20,NEWU,Midfielder,3,1,1,0,0,1,0,13,7,1,0,0,0,0,0,R,Rolando,Aarons
373,Mohamed Elneny,20,ARSL,Midfielder,9,0,1,0,0,3,0,6,2,4,0,0,0,0,0,M,Mohamed,Elneny
374,Dame N'Doye,19,SUND,Forward,5,1,0,0,0,2,0,11,6,1,0,0,0,0,0,D,Dame,N'Doye
375,Alex Song,19,WESTHAM,Midfielder,8,0,0,0,0,1,0,11,4,5,0,0,0,0,0,A,Alex,Song
376,Jose Holebas,19,WFC,Defender,11,0,0,1,1,2,0,10,0,1,0,0,16,7,0,J,Jose,Holebas
377,Ritchie de Laet,19,LEICSC,Defender,7,1,0,0,2,1,0,11,5,3,0,0,18,8,0,R,Ritchie,Laet
378,Sergio Romero,19,MUFC,Goalkeeper,4,0,0,3,0,0,0,33,0,0,0,0,2,1,0,S,Sergio,Romero
379,Danny Ings,18,LPOOL,Forward,3,2,0,0,0,1,0,6,3,2,0,0,0,0,0,D,Danny,Ings
380,Joseph Gomez,18,LPOOL,Defender,5,0,1,3,0,3,0,3,0,1,0,0,6,4,0,J,Joseph,Gomez
381,Muhamed Besic,18,EVER,Midfielder,7,0,0,0,0,1,0,13,5,4,0,0,0,0,0,M,Muhamed,Besic
382,Kieran Richardson,18,AVILLA,Midfielder,8,0,1,0,0,4,0,14,3,3,0,0,0,0,0,K,Kieran,Richardson
383,Peter Crouch,18,STOKEC,Forward,4,0,1,0,0,0,0,29,7,0,0,0,0,0,0,P,Peter,Crouch
384,Jon Flanagan,18,LPOOL,Defender,5,0,1,2,0,1,0,5,0,1,0,0,5,2,0,J,Jon,Flanagan
385,Emmanuel Emenike,18,WESTHAM,Forward,5,0,0,0,0,0,0,9,8,4,0,0,0,0,0,E,Emmanuel,Emenike
386,Sandro,17,WBFC,Midfielder,5,0,0,0,0,0,0,10,7,3,0,0,0,0,0,S,Sandro,Sandro
387,Vadis Odjidja-Ofoe,17,NCFC,Midfielder,3,0,2,0,0,2,0,12,7,3,0,0,0,0,0,V,Vadis,Odjidja-Ofoe
388,Sebastian Coates,17,SUND,Defender,14,0,1,2,1,4,0,7,2,2,0,0,32,19,1,S,Sebastian,Coates
389,Jordi Amat,17,SWAN,Defender,5,0,0,0,2,0,0,17,3,1,0,0,6,0,0,J,Jordi,Amat
390,Danny Graham,17,SUND,Forward,4,0,1,0,0,0,0,12,6,4,0,0,0,0,0,D,Danny,Graham
391,Andre Wisdom,16,NCFC,Defender,9,0,0,1,0,1,0,8,1,1,0,0,15,6,0,A,Andre,Wisdom
392,Demarai Gray,16,LEICSC,Midfielder,1,0,1,0,0,0,0,17,11,1,0,0,0,0,0,D,Demarai,Gray
393,Radamel Falcao,15,CHEL,Forward,1,1,0,0,0,1,0,13,9,0,0,0,0,0,0,R,Radamel,Falcao
394,Patrick Bamford,15,LCFC,Forward,2,0,0,0,0,0,0,21,11,2,0,0,0,0,0,P,Patrick,Bamford
395,Callum McManaman,15,WBFC,Midfielder,2,0,1,0,0,2,0,24,10,2,0,0,0,0,0,C,Callum,McManaman
396,Florian Thauvin,15,NEWU,Midfielder,3,0,0,0,0,1,0,16,10,3,0,0,0,0,0,F,Florian,Thauvin
397,Eder,15,SWAN,Forward,2,0,0,0,0,0,0,13,11,2,0,0,0,0,0,E,Eder,Eder
398,Aly Cissokho,15,AVILLA,Defender,18,0,0,3,0,3,1,0,0,0,0,0,42,27,0,A,Aly,Cissokho
399,Declan Rudd,14,NCFC,Goalkeeper,11,0,0,2,0,2,0,27,0,0,0,0,23,14,0,D,Declan,Rudd
400,Charlie Austin,14,SOTOM,Forward,2,1,0,0,0,0,0,8,5,2,0,0,0,0,0,C,Charlie,Austin
401,Sylvain Distin,14,BOU,Defender,9,0,0,1,1,0,0,22,3,0,0,0,23,13,0,S,Sylvain,Distin
402,Fraizer Campbell,14,LCFC,Forward,4,0,0,0,0,1,0,19,7,4,0,0,0,0,0,F,Fraizer,Campbell
403,Jay Rodriguez,14,SOTOM,Forward,3,0,0,0,0,1,0,11,9,3,0,0,0,0,0,J,Jay,Rodriguez
404,Stephen Ireland,14,STOKEC,Midfielder,0,0,1,0,0,2,0,24,13,0,0,0,0,0,0,S,Stephen,Ireland
405,Alan Hutton,14,AVILLA,Defender,26,0,1,2,0,7,0,5,2,1,0,0,64,38,2,A,Alan,Hutton
406,Tommy Elphick,13,BOU,Defender,11,1,0,0,0,1,0,6,1,0,0,0,26,14,0,T,Tommy,Elphick
407,Philip Bardsley,13,STOKEC,Defender,9,0,1,0,1,1,0,6,2,1,0,0,21,11,0,P,Philip,Bardsley
408,Victor Anichebe,13,WBFC,Forward,3,0,0,0,0,0,0,27,7,2,0,0,0,0,0,V,Victor,Anichebe
409,Nordin Amrabat,13,WFC,Forward,4,0,0,0,0,3,0,12,8,2,0,0,0,0,0,N,Nordin,Amrabat
410,Steven Berghuis,13,WFC,Midfielder,0,0,2,0,0,2,0,16,9,0,0,0,0,0,0,S,Steven,Berghuis
411,Paddy McNair,13,MUFC,Defender,3,0,0,0,2,0,0,20,5,2,0,0,8,2,0,P,Paddy,McNair
412,David Ospina,13,ARSL,Goalkeeper,4,0,0,2,0,0,0,30,0,0,0,0,5,3,0,D,David,Ospina
413,Alex McCarthy,12,LCFC,Goalkeeper,7,0,0,0,0,0,0,13,0,0,0,0,9,2,0,A,Alex,McCarthy
414,Juanmi,12,SOTOM,Forward,0,0,0,0,0,0,0,28,12,0,0,0,0,0,0,J,Juanmi,Juanmi
415,Marc Muniesa,12,STOKEC,Defender,12,0,0,0,1,2,0,11,3,1,0,0,29,15,0,M,Marc,Muniesa
416,Adama Traore,12,AVILLA,Forward,0,0,1,0,0,1,0,14,10,1,0,0,0,0,0,A,Adama,Traore
417,Steven Taylor,12,NEWU,Defender,9,0,0,2,0,1,0,8,1,1,0,0,19,11,1,S,Steven,Taylor
418,Kevin Stewart,12,LPOOL,Midfielder,6,0,0,0,0,1,0,2,1,0,0,0,0,0,0,K,Kevin,Stewart
419,Darren Randolph,12,WESTHAM,Goalkeeper,6,0,0,2,0,0,0,30,0,0,0,0,12,8,0,D,Darren,Randolph
420,Jonathan Leko,11,WBFC,Forward,3,0,1,0,0,0,0,5,2,2,0,0,0,0,0,J,Jonathan,Leko
421,Adnan Januzaj,11,MUFC,Midfielder,2,1,0,0,0,1,0,5,3,2,0,0,0,0,0,A,Adnan,Januzaj
422,Youssuf Mulumbu,11,NCFC,Midfielder,5,0,0,0,0,1,0,17,2,4,0,0,0,0,0,Y,Youssuf,Mulumbu
423,Jordi Gomez,11,SUND,Midfielder,5,0,0,0,0,0,0,6,1,4,0,0,0,0,0,J,Jordi,Gomez
424,Clinton Mua Njie,11,SPURS,Midfielder,0,0,1,0,0,0,0,10,8,0,0,0,0,0,0,C,Clinton,Njie
425,Ivo Pinto,11,NCFC,Defender,9,0,0,0,1,0,0,5,1,0,0,0,19,10,0,I,Ivo,Pinto
