,Players,Points,Clubs,Position,Start,Goals,A,CS,CS part,Yellow,Red,Sub,CO,Off,Pen SV,Pen M,Goals conceded,Conceded 1+,OG,FirstInitial,Firstname,Surname
213,Jamie Mackie,54,QPR,Forward,17,2,0,0,0,2,0,20,12,3,0,0,0,0,0,J,Jamie,Mackie
214,Danny Welbeck,53,MUFC,Forward,13,1,3,0,0,1,0,20,14,6,0,0,0,0,0,D,Danny,Welbeck
215,Ryan Giggs,53,MUFC,Midfielder,12,2,3,0,0,0,0,18,10,2,0,0,0,0,0,R,Ryan,Giggs
216,Charles N'Zogbia,53,AVILLA,Midfielder,11,2,4,0,0,1,0,15,10,9,0,0,0,0,0,C,Charles,N'Zogbia
217,Sung-Yueng Ki,53,SWAN,Midfielder,20,0,2,0,0,2,0,10,9,2,0,0,0,0,0,S,Sung-Yueng,Ki
218,Claudio Yacob,53,WBFC,Midfielder,29,0,0,0,0,6,0,1,1,8,0,0,0,0,0,C,Claudio,Yacob
219,Michael Kightly,52,STOKEC,Midfielder,14,3,1,0,0,2,0,23,8,11,0,0,0,0,0,M,Michael,Kightly
220,Aleksandar Kolarov,52,MCFC,Defender,11,1,2,4,4,4,0,22,9,3,0,0,22,10,0,A,Aleksandar,Kolarov
221,Carlton Cole,52,WESTHAM,Forward,14,2,2,0,0,2,1,21,13,7,0,0,0,0,0,C,Carlton,Cole
222,Zoltan Gera,52,WBFC,Midfielder,14,4,1,0,0,1,0,5,2,9,0,0,0,0,0,Z,Zoltan,Gera
223,Sandro,51,SPURS,Midfielder,22,1,2,0,0,4,0,0,0,6,0,0,0,0,0,S,Sandro,Sandro
224,Artur Boruc,51,SOTOM,Goalkeeper,20,0,0,5,0,1,0,4,0,1,1,0,28,13,0,A,Artur,Boruc
225,Billy Jones,51,WBFC,Defender,24,1,2,4,2,8,0,8,3,1,0,0,44,23,0,B,Billy,Jones
226,Matthew Etherington,51,STOKEC,Midfielder,21,0,0,0,0,1,0,10,10,17,0,0,0,0,0,M,Matthew,Etherington
227,Clinton Hill,50,QPR,Defender,31,0,0,6,0,8,0,2,0,4,0,0,50,25,1,C,Clinton,Hill
228,Gary O'Neil,50,WESTHAM,Midfielder,17,1,2,0,0,2,0,18,7,7,0,0,0,0,0,G,Gary,O'Neil
229,Jack Wilshere,50,ARSL,Midfielder,20,0,3,0,0,4,0,7,5,6,0,0,0,0,0,J,Jack,Wilshere
230,Yoan Gouffran,49,NEWU,Forward,14,3,2,0,0,1,0,1,1,13,0,0,0,0,0,Y,Yoan,Gouffran
231,Sylvain Marveaux,49,NEWU,Midfielder,10,1,4,0,0,0,0,17,12,3,0,0,0,0,0,S,Sylvain,Marveaux
232,Steven Caulker,49,SPURS,Defender,17,2,0,3,0,0,0,16,1,0,0,0,23,8,0,S,Steven,Caulker
233,Alex Oxlade-Chamberlain,49,ARSL,Midfielder,11,1,3,0,0,1,0,23,14,11,0,0,0,0,0,A,Alex,Oxlade-Chamberlain
234,Darron Gibson,49,EVER,Midfielder,22,1,2,0,0,4,1,1,1,6,0,0,0,0,0,D,Darron,Gibson
235,Ron Vlaar,48,AVILLA,Defender,27,2,0,2,1,1,0,1,0,1,0,0,46,22,1,R,Ron,Vlaar
236,Carl Jenkinson,48,ARSL,Defender,14,0,0,6,0,1,0,18,0,2,0,0,11,3,0,C,Carl,Jenkinson
237,Julio Cesar,48,QPR,Goalkeeper,24,0,0,5,1,0,0,4,0,2,0,0,37,19,1,J,Julio,Cesar
238,Junior Hoilett,48,QPR,Forward,15,1,1,0,0,1,0,18,11,4,0,0,0,0,0,J,Junior,Hoilett
239,Jem Karacan,48,RFC,Midfielder,21,1,1,0,0,2,0,6,0,10,0,0,0,0,0,J,Jem,Karacan
240,Giorgios Karagounis,47,FFC,Midfielder,20,1,0,0,0,3,0,15,5,14,0,0,0,0,0,G,Giorgios,Karagounis
241,John Ruddy,47,NCFC,Goalkeeper,15,0,0,6,0,0,0,0,0,1,1,0,21,12,0,J,John,Ruddy
242,Lucas Leiva,47,LPOOL,Midfielder,24,0,1,0,0,6,0,2,2,10,0,0,0,0,0,L,Lucas,Leiva
243,Ashley Young,47,MUFC,Midfielder,17,0,4,0,0,1,0,3,2,8,0,0,0,0,0,A,Ashley,Young
244,Alexander Tettey,47,NCFC,Midfielder,21,0,1,0,0,4,0,9,6,4,0,0,0,0,0,A,Alexander,Tettey
245,Marc Wilson,47,STOKEC,Defender,19,0,0,4,2,3,0,1,0,5,0,0,21,8,0,M,Marc,Wilson
246,Javi Garcia,46,MCFC,Midfielder,17,2,0,0,0,5,0,15,7,5,0,0,0,0,0,J,Javi,Garcia
247,Jose Fonte,46,SOTOM,Defender,25,2,0,3,0,5,0,7,2,0,0,0,47,23,0,J,Jose,Fonte
248,Joe Allen,46,LPOOL,Midfielder,21,0,0,0,0,2,0,9,6,5,0,0,0,0,0,J,Joe,Allen
249,Armand Traore,46,QPR,Defender,24,0,0,4,0,3,0,3,2,8,0,0,39,17,0,A,Armand,Traore
250,John Heitinga,46,EVER,Defender,17,0,0,3,2,4,0,20,9,2,0,0,30,9,0,J,John,Heitinga
251,Kolo Toure,46,MCFC,Defender,10,0,0,5,3,1,0,19,5,3,0,0,11,4,0,K,Kolo,Toure
252,Nacho Monreal,46,ARSL,Defender,9,1,1,5,1,2,0,5,1,1,0,0,5,1,0,N,Nacho,Monreal
253,Esteban Granero,45,QPR,Midfielder,19,1,1,0,0,6,0,15,5,8,0,0,0,0,0,E,Esteban,Granero
254,Tim Krul,45,NEWU,Goalkeeper,24,0,1,4,0,0,0,0,0,1,0,0,42,22,0,T,Tim,Krul
255,Victor Moses,45,WAFC,Midfielder,13,1,1,0,0,0,0,15,11,8,0,0,0,0,0,V,Victor,Moses
256,Callum McManaman,44,WAFC,Midfielder,8,2,2,0,0,0,0,25,12,7,0,0,0,0,0,C,Callum,McManaman
257,Adrian Mariappa,44,RFC,Defender,29,1,0,4,0,5,0,8,0,0,0,0,55,30,0,A,Adrian,Mariappa
258,Ryan Bertrand,44,CHEL,Defender,14,0,0,4,2,1,0,17,5,2,0,0,21,8,0,R,Ryan,Bertrand
259,Ali Al Habsi,44,WAFC,Goalkeeper,29,0,0,4,0,0,0,9,0,0,1,0,57,32,1,A,Ali,Habsi
260,Marc-Antoine Fortune,44,WBFC,Forward,9,2,3,0,0,2,1,22,12,5,0,0,0,0,0,M,Marc-Antoine,Fortune
261,Elliott Bennett,44,NCFC,Midfielder,9,1,3,0,0,3,0,25,15,5,0,0,0,0,0,E,Elliott,Bennett
262,James Tomkins,43,WESTHAM,Defender,18,1,1,2,4,5,0,12,8,5,0,0,40,20,0,J,James,Tomkins
263,Ji Sung Park,43,QPR,Midfielder,15,0,3,0,0,1,0,13,5,5,0,0,0,0,0,J,Ji,Park
264,William Gallas,43,SPURS,Defender,16,1,0,3,2,2,0,8,3,0,0,0,25,11,0,W,William,Gallas
265,Djibril Cisse,43,QPR,Forward,12,3,0,0,0,0,0,10,6,4,0,1,0,0,0,D,Djibril,Cisse
266,Andre Wisdom,43,LPOOL,Defender,12,0,1,5,0,0,0,11,0,2,0,0,11,4,0,A,Andre,Wisdom
267,Shaun Wright-Phillips,42,QPR,Midfielder,14,1,1,0,0,0,0,14,6,9,0,0,0,0,0,S,Shaun,Wright-Phillips
268,Chris Gunter,42,RFC,Defender,20,0,0,5,0,1,0,7,0,1,0,0,32,17,0,C,Chris,Gunter
269,Sean Morrison,42,RFC,Defender,15,2,1,3,0,0,0,12,1,1,0,0,27,14,0,S,Sean,Morrison
270,Barry Bannan,42,AVILLA,Midfielder,18,0,1,0,0,3,0,12,6,8,0,0,0,0,0,B,Barry,Bannan
271,Chris Smalling,42,MUFC,Defender,10,0,0,5,2,1,0,9,5,1,0,0,14,6,0,C,Chris,Smalling
272,Vurnon Anita,42,NEWU,Midfielder,17,0,1,0,0,3,0,20,8,6,0,0,0,0,0,V,Vurnon,Anita
273,Luke Moore,42,SWAN,Forward,4,3,2,0,0,0,0,25,13,3,0,0,0,0,0,L,Luke,Moore
274,Danny Guthrie,41,RFC,Midfielder,19,1,0,0,0,4,0,7,2,6,0,0,0,0,0,D,Danny,Guthrie
275,Andy Wilkinson,41,STOKEC,Defender,19,0,0,3,3,5,0,11,5,6,0,0,30,12,1,A,Andy,Wilkinson
276,Moussa Sissoko,41,NEWU,Midfielder,12,3,1,0,0,1,0,0,0,2,0,0,0,0,0,M,Moussa,Sissoko
277,Philippe Senderos,41,FFC,Defender,18,0,0,5,0,6,0,14,3,0,0,0,28,12,0,P,Philippe,Senderos
278,Ciaran Clark,40,AVILLA,Defender,28,1,0,5,0,6,1,2,1,0,0,0,57,33,0,C,Ciaran,Clark
279,Jose Bosingwa,40,QPR,Defender,22,0,1,2,1,2,0,1,1,5,0,0,36,16,0,J,Jose,Bosingwa
280,Noel Hunt,40,RFC,Forward,10,2,0,0,0,4,0,23,14,8,0,0,0,0,0,N,Noel,Hunt
281,Mark Bunn,40,NCFC,Goalkeeper,22,0,0,4,0,2,1,9,1,1,1,0,37,18,1,M,Mark,Bunn
282,Kyle Naughton,40,SPURS,Defender,13,0,1,4,0,0,0,22,1,4,0,0,16,6,0,K,Kyle,Naughton
283,Andros Townsend,40,SPURS,Midfielder,12,2,1,0,0,2,0,17,5,2,0,0,0,0,0,A,Andros,Townsend
284,Fabricio Coloccini,40,NEWU,Defender,22,0,1,4,0,1,1,0,0,2,0,0,37,19,0,F,Fabricio,Coloccini
285,Steven Taylor,39,NEWU,Defender,24,0,0,3,0,3,0,3,1,2,0,0,41,19,0,S,Steven,Taylor
286,Aaron Hughes,39,FFC,Defender,23,0,0,4,0,1,0,15,1,0,0,0,43,23,0,A,Aaron,Hughes
287,Nedum Onuoha,39,QPR,Defender,15,0,0,4,1,0,0,16,8,1,0,0,35,17,0,N,Nedum,Onuoha
288,Cheick Tiote,39,NEWU,Midfielder,22,0,1,0,0,7,1,2,2,10,0,0,0,0,0,C,Cheick,Tiote
289,Ivan Ramis,38,WAFC,Defender,16,2,0,3,0,1,0,1,0,2,0,0,28,15,0,I,Ivan,Ramis
290,Darren Bent,38,AVILLA,Forward,8,3,0,0,0,1,0,14,8,2,0,0,0,0,0,D,Darren,Bent
291,John Mikel Obi,38,CHEL,Midfielder,19,0,0,0,0,3,0,5,3,8,0,0,0,0,0,J,John,Obi
292,Scott Parker,38,SPURS,Midfielder,15,0,1,0,0,1,0,6,6,7,0,0,0,0,0,S,Scott,Parker
293,Joe Cole,37,LPOOL,Midfielder,7,3,0,0,0,2,0,15,10,4,0,0,0,0,0,J,Joe,Cole
294,Ian Harte,37,RFC,Defender,15,0,4,2,1,1,0,13,1,1,0,0,28,15,0,I,Ian,Harte
295,Chris Baird,37,FFC,Defender,14,2,0,2,2,5,0,11,5,2,0,0,28,13,0,C,Chris,Baird
296,Dwight Tiendalli,37,SWAN,Defender,11,1,0,3,3,3,0,23,3,0,0,0,16,8,0,D,Dwight,Tiendalli
297,Steven Whittaker,36,NCFC,Defender,12,1,0,3,0,0,0,11,1,2,0,0,16,6,0,S,Steven,Whittaker
298,Benoit Assou-Ekotto,36,SPURS,Defender,12,1,0,2,1,1,0,7,3,2,0,0,17,5,0,B,Benoit,Assou-Ekotto
299,Marcus Rosenberg,35,WBFC,Forward,5,0,2,0,0,0,0,32,19,5,0,0,0,0,0,M,Marcus,Rosenberg
300,Tom Huddlestone,35,SPURS,Midfielder,11,0,3,0,0,2,1,17,9,3,0,0,0,0,0,T,Tom,Huddlestone
301,Phil Neville,35,EVER,Midfielder,18,0,1,0,0,4,0,6,0,5,0,0,0,0,0,P,Phil,Neville
302,Gary Caldwell,34,WAFC,Defender,25,1,1,4,0,7,0,8,0,6,0,0,51,30,1,G,Gary,Caldwell
303,Ashkan Dejagah,34,FFC,Forward,13,0,1,0,0,3,0,10,8,7,0,0,0,0,0,A,Ashkan,Dejagah
304,Fabio Da Silva,34,QPR,Defender,13,0,0,3,3,3,0,12,8,4,0,0,30,15,0,F,Fabio,Silva
305,Modibo Maiga,33,WESTHAM,Midfielder,2,2,2,0,0,2,0,22,15,2,0,0,0,0,0,M,Modibo,Maiga
306,Anderson,33,MUFC,Midfielder,9,1,1,0,0,1,0,17,8,8,0,0,0,0,0,A,Anderson,Anderson
307,Gerhard Tremmel,33,SWAN,Goalkeeper,12,0,0,3,0,0,0,26,2,0,0,0,16,5,0,G,Gerhard,Tremmel
308,Dean Whitehead,33,STOKEC,Midfielder,12,1,0,0,0,10,0,24,14,1,0,0,0,0,0,D,Dean,Whitehead
309,Fabian Delph,33,AVILLA,Midfielder,19,0,0,0,0,7,0,11,5,4,0,0,0,0,1,F,Fabian,Delph
310,Adam Federici,32,RFC,Goalkeeper,21,0,0,3,0,0,0,2,0,0,0,0,40,22,0,A,Adam,Federici
311,Karim El Ahmadi,32,AVILLA,Midfielder,12,1,0,0,0,5,0,15,8,3,0,0,0,0,0,K,Karim,Ahmadi
312,Jos Hooiveld,32,SOTOM,Defender,23,0,0,5,1,5,0,13,2,2,0,0,43,24,3,J,Jos,Hooiveld
313,Danny Simpson,32,NEWU,Defender,18,0,1,3,1,3,0,4,1,8,0,0,34,19,0,D,Danny,Simpson
314,Alfred N'Diaye,31,SUND,Midfielder,15,0,1,0,0,3,0,2,1,3,0,0,0,0,0,A,Alfred,N'Diaye
315,Mike Williamson,31,NEWU,Defender,19,0,0,4,0,8,0,9,0,0,0,0,30,15,0,M,Mike,Williamson
316,Kieran Richardson,31,SUND,Midfielder,13,1,0,0,0,2,0,11,2,9,0,0,0,0,0,K,Kieran,Richardson
317,Nicky Shorey,31,RFC,Defender,16,0,4,1,0,0,0,7,1,0,0,0,34,18,0,N,Nicky,Shorey
318,Jack Collison,30,WESTHAM,Midfielder,5,2,0,0,0,2,0,13,12,3,0,0,0,0,0,J,Jack,Collison
319,Jermaine Jenas,30,SPURS,Midfielder,8,2,0,0,0,1,0,6,5,1,0,0,0,0,0,J,Jermaine,Jenas
320,Shola Ameobi,30,NEWU,Forward,4,1,1,0,0,5,0,25,19,2,0,0,0,0,0,S,Shola,Ameobi
321,David Vaughan,30,SUND,Midfielder,6,1,0,0,0,2,0,27,18,2,0,0,0,0,1,D,David,Vaughan
322,Alex Pearce,29,RFC,Defender,18,0,1,2,0,1,0,17,1,0,0,0,35,18,0,A,Alex,Pearce
323,Phil Jones,29,MUFC,Defender,13,0,0,2,2,4,0,6,4,1,0,0,22,9,0,P,Phil,Jones
324,Alexander Buttner,29,MUFC,Defender,4,2,1,3,0,1,0,13,1,0,0,0,6,4,0,A,Alexander,Buttner
325,Tomas Rosicky,28,ARSL,Midfielder,7,2,1,0,0,2,0,13,3,5,0,0,0,0,0,T,Tomas,Rosicky
326,Roger Espinoza,28,WAFC,Midfielder,6,1,2,0,0,1,0,9,6,2,0,0,0,0,0,R,Roger,Espinoza
327,Ronnie Stam,28,WAFC,Midfielder,11,0,0,0,0,0,0,17,6,6,0,0,0,0,0,R,Ronnie,Stam
328,Steve Morison,28,NCFC,Forward,4,1,0,0,0,0,0,16,15,3,0,0,0,0,0,S,Steve,Morison
329,Nani,28,MUFC,Midfielder,7,1,2,0,0,1,0,11,4,4,0,0,0,0,0,N,Nani,Nani
330,Philip Bardsley,28,SUND,Defender,11,1,0,1,5,5,0,16,7,5,0,0,27,15,0,P,Philip,Bardsley
331,Jonjo Shelvey,27,LPOOL,Midfielder,9,1,0,0,0,3,1,25,10,4,0,0,0,0,0,J,Jonjo,Shelvey
332,Titus Bramble,27,SUND,Defender,12,0,0,3,1,3,0,14,4,0,0,0,21,9,1,T,Titus,Bramble
333,Itay Shechter,27,SWAN,Forward,7,1,0,0,0,3,0,28,11,7,0,0,0,0,0,I,Itay,Shechter
334,Mario Balotelli,27,MCFC,Forward,7,1,1,0,0,2,0,9,7,6,0,0,0,0,0,M,Mario,Balotelli
335,Nathan Baker,26,AVILLA,Defender,25,0,0,2,0,4,0,3,1,5,0,0,47,23,2,N,Nathan,Baker
336,Micah Richards,26,MCFC,Defender,7,0,0,3,2,2,0,0,0,2,0,0,4,2,0,M,Micah,Richards
337,Ben Watson,26,WAFC,Midfielder,7,1,1,0,0,1,0,7,5,4,0,0,0,0,0,B,Ben,Watson
338,Guilherme do Prado,26,SOTOM,Midfielder,8,0,1,0,0,0,0,18,10,4,0,0,0,0,1,G,Guilherme,Prado
339,Vito Mannone,26,ARSL,Goalkeeper,9,0,0,3,0,0,0,23,0,0,0,0,10,4,0,V,Vito,Mannone
340,Kei Kamara,26,NCFC,Forward,7,1,1,0,0,0,0,4,4,3,0,0,0,0,0,K,Kei,Kamara
341,Jack Rodwell,25,MCFC,Midfielder,6,2,0,0,0,2,0,11,5,4,0,0,0,0,0,J,Jack,Rodwell
342,Paul Scholes,25,MUFC,Midfielder,8,1,1,0,0,7,0,14,8,6,0,0,0,0,0,P,Paul,Scholes
343,Shaun Derry,25,QPR,Midfielder,10,0,0,0,0,3,0,16,8,1,0,0,0,0,0,S,Shaun,Derry
344,Jay Tabb,25,RFC,Midfielder,12,0,1,0,0,2,0,5,0,4,0,0,0,0,0,J,Jay,Tabb
345,Hope Akpan,24,RFC,Midfielder,6,0,3,0,0,0,0,7,3,3,0,0,0,0,0,H,Hope,Akpan
346,Alejandro Faurlin,24,QPR,Midfielder,10,0,2,0,0,0,0,10,1,6,0,0,0,0,1,A,Alejandro,Faurlin
347,Gabriel Obertan,24,NEWU,Forward,4,0,2,0,0,0,0,23,10,3,0,0,0,0,0,G,Gabriel,Obertan
348,Stephen Ireland,24,AVILLA,Midfielder,9,0,1,0,0,1,0,12,4,6,0,0,0,0,0,S,Stephen,Ireland
349,Joe Bennett,23,AVILLA,Defender,21,0,2,0,1,3,0,7,4,3,0,0,52,28,0,J,Joe,Bennett
350,Simeon Jackson,23,NCFC,Forward,5,1,0,0,0,0,0,25,8,5,0,0,0,0,0,S,Simeon,Jackson
351,James Perch,23,NEWU,Defender,19,1,0,3,0,8,0,14,8,6,0,0,56,32,0,J,James,Perch
352,Robert Green,23,QPR,Goalkeeper,14,0,0,1,1,0,0,23,2,0,0,0,24,10,1,R,Robert,Green
353,Kemy Agustien,23,SWAN,Midfielder,4,0,1,0,0,2,0,21,14,2,0,0,0,0,0,K,Kemy,Agustien
354,Nuri Sahin,22,LPOOL,Midfielder,7,1,1,0,0,0,0,8,0,7,0,0,0,0,0,N,Nuri,Sahin
355,Alex McCarthy,22,RFC,Goalkeeper,13,0,0,2,0,0,0,5,0,0,0,0,23,12,0,A,Alex,McCarthy
356,Suso,22,LPOOL,Midfielder,8,0,0,0,0,0,0,18,6,8,0,0,0,0,0,S,Suso,Suso
357,Fabio Borini,22,LPOOL,Forward,5,1,0,0,0,1,0,12,8,4,0,0,0,0,0,F,Fabio,Borini
358,Maicon,22,MCFC,Defender,4,0,0,2,2,0,0,8,5,0,0,0,8,3,0,M,Maicon,Maicon
359,Kelvin Davis,21,SOTOM,Goalkeeper,9,0,0,1,0,0,0,29,1,1,2,0,21,12,0,K,Kelvin,Davis
360,Eric Lichaj,21,AVILLA,Defender,9,0,1,2,3,6,0,20,8,4,0,0,28,16,0,E,Eric,Lichaj
361,George McCartney,21,WESTHAM,Defender,9,0,1,1,2,2,0,6,3,2,0,0,18,9,0,G,George,McCartney
362,Urby Emanuelson,21,FFC,Defender,5,1,0,0,4,1,0,9,8,2,0,0,18,9,0,U,Urby,Emanuelson
363,David Jones,20,WAFC,Midfielder,8,0,0,0,0,1,0,19,5,6,0,0,0,0,0,D,David,Jones
364,Abou Diaby,20,ARSL,Midfielder,10,0,0,0,0,1,0,2,1,8,0,0,0,0,0,A,Abou,Diaby
365,Danny Fox,20,SOTOM,Defender,14,1,1,1,1,3,1,10,6,6,0,0,40,22,0,D,Danny,Fox
366,Mapou Yanga-Mbiwa,20,NEWU,Defender,11,0,0,2,0,0,0,4,3,1,0,0,25,13,0,M,Mapou,Yanga-Mbiwa
367,Jason Roberts,20,RFC,Forward,8,0,1,0,0,2,0,3,3,6,0,0,0,0,0,J,Jason,Roberts
368,Gael Bigirimana,20,NEWU,Midfielder,3,1,0,0,0,1,0,19,10,3,0,0,0,0,0,G,Gael,Bigirimana
369,Scott Sinclair,19,SWAN,Forward,2,1,0,0,0,0,0,24,10,2,0,0,0,0,0,S,Scott,Sinclair
370,Ryan Bennett,19,NCFC,Defender,10,1,0,1,2,2,0,20,5,0,0,0,26,14,1,R,Ryan,Bennett
371,Anders Lindegaard,19,MUFC,Goalkeeper,10,0,0,2,0,0,0,23,0,0,0,0,17,9,0,A,Anders,Lindegaard
372,James Ward-Prowse,19,SOTOM,Midfielder,4,0,0,0,0,0,0,28,11,1,0,0,0,0,0,J,James,Ward-Prowse
373,Bryan Oviedo,18,EVER,Defender,1,0,1,0,3,1,0,33,14,0,0,0,18,6,0,B,Bryan,Oviedo
374,Steven Reid,18,WBFC,Midfielder,11,0,0,0,0,4,0,3,0,2,0,0,0,0,0,S,Steven,Reid
375,Lee Cattermole,18,SUND,Midfielder,10,0,0,0,0,2,0,0,0,4,0,0,0,0,0,L,Lee,Cattermole
376,Stephen Kelly,18,FFC,Defender,16,0,0,1,1,2,0,14,2,2,0,0,36,20,0,S,Stephen,Kelly
377,Paul Scharner,18,WAFC,Defender,14,0,1,2,0,5,0,0,0,0,0,0,28,16,0,P,Paul,Scharner
378,Goran Popov,18,WBFC,Defender,10,0,1,1,0,1,1,16,2,1,0,0,18,7,0,G,Goran,Popov
379,Yossi Benayoun,18,WESTHAM,Midfielder,4,0,1,0,0,1,0,16,8,2,0,0,0,0,0,Y,Yossi,Benayoun
380,Fraizer Campbell,18,SUND,Forward,1,1,0,0,0,0,0,20,11,2,0,0,0,0,0,F,Fraizer,Campbell
381,Yacouba Sylla,18,AVILLA,Midfielder,7,0,1,0,0,3,0,7,4,4,0,0,0,0,0,Y,Yacouba,Sylla
382,Paulo Gazzaniga,18,SOTOM,Goalkeeper,9,0,0,1,0,0,0,5,0,0,0,0,12,4,0,P,Paulo,Gazzaniga
383,Antolin Alcaraz,18,WAFC,Defender,8,0,0,2,1,2,0,2,2,1,0,0,15,8,0,A,Antolin,Alcaraz
384,Brad Jones,18,LPOOL,Goalkeeper,7,0,0,2,0,0,0,28,0,0,0,0,9,4,0,B,Brad,Jones
385,Kaspars Gorkss,17,RFC,Defender,14,1,0,1,0,2,0,2,0,0,0,0,31,18,0,K,Kaspars,Gorkss
386,Mathieu Debuchy,17,NEWU,Defender,14,0,0,1,0,3,0,0,0,1,0,0,25,12,0,M,Mathieu,Debuchy
387,Chris Herd,17,AVILLA,Midfielder,9,0,0,0,0,1,0,2,0,2,0,0,0,0,0,C,Chris,Herd
388,Garry Monk,17,SWAN,Defender,10,0,0,1,0,0,0,21,1,0,0,0,18,8,0,G,Garry,Monk
389,Boaz Myhill,16,WBFC,Goalkeeper,8,0,0,1,0,0,0,26,0,0,0,0,11,4,0,B,Boaz,Myhill
390,Shane Ferguson,16,NEWU,Midfielder,4,0,1,0,0,0,0,12,5,3,0,0,0,0,0,S,Shane,Ferguson
391,Brad Friedel,16,SPURS,Goalkeeper,11,0,0,0,0,0,0,26,0,0,0,0,17,6,0,B,Brad,Friedel
392,Connor Wickham,15,SUND,Forward,3,0,0,0,0,0,0,19,9,1,0,0,0,0,0,C,Connor,Wickham
393,Nick Blackman,15,RFC,Forward,3,0,1,0,0,2,0,8,8,2,0,0,0,0,0,N,Nick,Blackman
394,Marko Marin,14,CHEL,Midfielder,2,1,1,0,0,2,0,19,4,2,0,0,0,0,0,M,Marko,Marin
395,Mahamadou Diarra,14,FFC,Midfielder,7,0,0,0,0,1,0,3,1,3,0,0,0,0,0,M,Mahamadou,Diarra
396,Joel Robles,14,WAFC,Goalkeeper,9,0,0,1,0,0,0,7,0,0,0,0,16,8,0,J,Joel,Robles
397,Jerome Thomas,14,WBFC,Midfielder,4,0,0,0,0,0,0,9,6,3,0,0,0,0,0,J,Jerome,Thomas
398,Francis Coquelin,14,ARSL,Midfielder,3,0,0,0,0,0,0,24,8,3,0,0,0,0,0,F,Francis,Coquelin
399,Oriol Romeu,14,CHEL,Defender,4,0,0,1,1,1,0,11,2,3,0,0,5,1,0,O,Oriol,Romeu
400,Andre Santos,14,ARSL,Defender,3,0,0,1,1,0,0,14,5,0,0,0,9,3,0,A,Andre,Santos
401,Eyong Enoh,14,FFC,Midfielder,8,0,0,0,0,3,0,1,1,1,0,0,0,0,0,E,Eyong,Enoh
402,Robert Elliot,13,NEWU,Goalkeeper,9,0,1,1,0,1,0,13,1,0,0,0,21,12,0,R,Robert,Elliot
403,Lewis Holtby,13,SPURS,Midfielder,4,0,0,0,0,2,0,11,7,3,0,0,0,0,0,L,Lewis,Holtby
404,Luciano Becchio,13,NCFC,Forward,2,0,1,0,0,0,0,10,6,2,0,0,0,0,0,L,Luciano,Becchio
405,Tony Hibbert,13,EVER,Defender,4,0,0,1,1,1,0,7,2,0,0,0,6,2,0,T,Tony,Hibbert
406,Jake Livermore,13,SPURS,Midfielder,4,0,0,0,0,2,0,23,7,1,0,0,0,0,0,J,Jake,Livermore
407,Michael Owen,13,STOKEC,Forward,0,1,0,0,0,0,0,20,8,0,0,0,0,0,0,M,Michael,Owen
408,Samba Diakite,13,QPR,Defender,11,0,1,0,1,5,0,8,3,7,0,0,25,12,0,S,Samba,Diakite
409,Jordan Bowery,13,AVILLA,Forward,3,0,0,0,0,0,0,27,7,3,0,0,0,0,0,J,Jordan,Bowery
410,Enda Stevens,13,AVILLA,Defender,6,0,0,1,2,1,0,2,1,2,0,0,11,7,0,E,Enda,Stevens
411,Marc Albrighton,13,AVILLA,Midfielder,4,0,0,0,0,0,0,10,5,3,0,0,0,0,0,M,Marc,Albrighton
412,Emmanuel Mayuka,12,SOTOM,Forward,1,0,0,0,0,0,0,24,10,1,0,0,0,0,0,E,Emmanuel,Mayuka
413,Lukasz Fabianski,12,ARSL,Goalkeeper,4,0,0,1,0,0,0,2,0,0,0,0,3,0,0,L,Lukasz,Fabianski
414,Christopher Samba,12,QPR,Defender,10,0,0,1,0,2,0,0,0,0,0,0,19,10,0,C,Christopher,Samba
415,Steve Harper,11,NEWU,Goalkeeper,5,0,0,1,0,0,0,21,1,0,0,0,9,4,0,S,Steve,Harper
416,Louis Saha,11,SUND,Forward,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0,L,Louis,Saha
417,Thomas Hitzlsperger,11,EVER,Midfielder,4,0,0,0,0,0,0,21,3,3,0,0,0,0,0,T,Thomas,Hitzlsperger
418,Neil Taylor,11,SWAN,Defender,4,0,0,1,1,0,0,5,2,3,0,0,9,5,0,N,Neil,Taylor
419,Sammy Ameobi,11,NEWU,Forward,1,0,1,0,0,1,0,16,7,1,0,0,0,0,0,S,Sammy,Ameobi
420,Matthew Kilgallon,11,SUND,Defender,6,0,0,2,0,1,0,26,0,1,0,0,9,5,1,M,Matthew,Kilgallon
421,Stanislav Manolev,11,FFC,Defender,4,0,0,1,0,2,0,3,1,1,0,0,4,0,0,S,Stanislav,Manolev
422,Darren Fletcher,10,MUFC,Midfielder,2,1,0,0,0,0,0,6,1,0,0,0,0,0,0,D,Darren,Fletcher
423,Leon Barnett,10,NCFC,Defender,6,0,1,1,1,1,0,19,2,0,0,0,15,9,1,L,Leon,Barnett
424,Emmanuel Frimpong,10,ARSL,Midfielder,2,0,1,0,0,1,0,12,4,2,0,0,0,0,0,E,Emmanuel,Frimpong
425,Jay Bothroyd,10,QPR,Forward,2,1,0,0,0,1,0,10,2,1,0,0,0,0,0,J,Jay,Bothroyd
426,Anton Ferdinand,9,QPR,Defender,10,0,0,1,0,2,0,11,3,1,0,0,25,13,1,A,Anton,Ferdinand
