,Players,Points,Clubs,Position,Start,Goals,A,CS,CS part,Yellow,Red,Sub,CO,Off,Pen SV,Pen M,Goals conceded,Conceded 1+,OG,FirstInitial,Firstname,Surname
642,Heung Min Son,126,HSV,Forward,31,12,2,0,0,4,0,2,2,14,0,0,0,0,0,H,Heung,Son
643,Mario Mandzukic,125,BM1,Forward,22,15,2,0,0,2,0,8,2,19,0,0,0,0,0,M,Mario,Mandzukic
644,Mario Gotze,124,BD1,Midfielder,23,10,9,0,0,4,0,5,5,15,0,0,0,0,0,M,Mario,Gotze
645,Javi Martinez,122,BM1,Defender,19,3,3,11,7,3,0,12,8,4,0,0,12,3,0,J,Javi,Martinez
646,Adam Szalai,121,,Forward,26,13,3,0,0,5,0,3,3,8,0,0,0,0,1,A,Adam,Szalai
647,David Alaba,119,BM1,Defender,22,3,3,13,1,0,0,4,1,1,0,0,13,4,0,D,David,Alaba
648,Ivica Olic,119,VFL,Forward,28,9,6,0,0,4,0,4,4,12,0,0,0,0,0,I,Ivica,Olic
649,Gonzalo Castro,114,BL1,Defender,29,6,7,3,6,5,0,3,2,14,0,0,38,16,0,G,Gonzalo,Castro
650,Aaron Hunt,113,WB1,Midfielder,26,11,3,0,0,3,0,2,2,6,0,1,0,0,0,A,Aaron,Hunt
651,Hiroshi Kiyotake,112,FCN,Midfielder,30,4,11,0,0,2,0,1,1,9,0,0,0,0,0,H,Hiroshi,Kiyotake
652,Kevin Volland,111,,Forward,31,6,7,0,0,5,0,3,3,9,0,0,0,0,0,K,Kevin,Volland
653,Jerome Boateng,111,BM1,Defender,25,2,2,13,1,5,0,7,1,1,0,0,17,5,0,J,Jerome,Boateng
654,Julian Draxler,110,SCH4,Midfielder,24,10,4,0,0,6,0,7,6,14,0,0,0,0,0,J,Julian,Draxler
655,Andreas Ivanschitz,108,,Midfielder,29,7,5,0,0,2,0,3,2,18,0,0,0,0,0,A,Andreas,Ivanschitz
656,Nicolai Muller,107,,Midfielder,26,8,5,0,0,6,0,6,6,11,0,0,0,0,0,N,Nicolai,Muller
657,Lukasz Piszczek,107,BD1,Defender,28,2,8,8,0,1,0,3,1,3,0,0,36,15,0,L,Lukasz,Piszczek
658,Klass - Jan Huntelaar,106,SCH4,Forward,26,10,3,0,0,5,0,0,0,7,0,0,0,0,0,K,Klass,Huntelaar
659,Takashi Inui,106,EF,Midfielder,33,6,5,0,0,5,0,0,0,21,0,0,0,0,0,T,Takashi,Inui
660,Oliver Baumann,106,SCF,Goalkeeper,34,0,0,13,0,0,0,0,0,0,1,0,40,19,0,O,Oliver,Baumann
661,Juan Arango,103,MON1,Midfielder,31,5,6,0,0,2,0,0,0,5,0,0,0,0,0,J,Juan,Arango
662,Bernd Leno,101,BL1,Goalkeeper,32,0,1,11,0,2,0,0,0,0,1,0,34,13,0,B,Bernd,Leno
663,Daniel Carvajal,101,BL1,Defender,31,1,7,7,3,7,0,2,1,5,0,0,37,15,0,D,Daniel,Carvajal
664,Tobias Werner,99,,Midfielder,29,6,5,0,0,5,0,1,1,23,0,0,0,0,0,T,Tobias,Werner
665,Rafael van der Vaart,99,HSV,Midfielder,27,5,9,0,0,5,0,0,0,13,0,1,0,0,0,R,Rafael,Vaart
666,Jefferson Farfan,98,SCH4,Forward,25,6,6,0,0,2,0,2,2,7,0,0,0,0,0,J,Jefferson,Farfan
667,Toni Kroos,98,BM1,Midfielder,23,6,8,0,0,3,0,3,1,11,0,0,0,0,0,T,Toni,Kroos
668,Patrick Herrmann,98,MON1,Defender,30,6,6,1,7,6,0,2,2,22,0,0,48,24,0,P,Patrick,Herrmann
669,Lars Bender,97,BL1,Midfielder,32,3,6,0,0,1,0,1,1,7,0,0,0,0,0,L,Lars,Bender
670,Oliver Sorg,97,SCF,Defender,32,0,1,12,1,3,0,1,0,2,0,0,36,17,0,O,Oliver,Sorg
671,Per Nilsson,97,FCN,Defender,29,6,1,7,0,6,0,1,0,2,0,0,38,16,0,P,Per,Nilsson
672,Szabolcs Huszti,95,H96,Defender,19,9,9,2,1,6,0,3,2,4,0,0,39,21,0,S,Szabolcs,Huszti
673,Bastian Schweinsteiger,95,BM1,Midfielder,27,7,3,0,0,4,0,1,1,7,0,0,0,0,0,B,Bastian,Schweinsteiger
674,Martin Harnik,94,VFB,Midfielder,29,6,4,0,0,7,0,1,1,10,0,0,0,0,0,M,Martin,Harnik
675,Zdenek Pospech,92,,Defender,32,1,3,8,1,2,0,2,1,1,0,0,43,19,0,Z,Zdenek,Pospech
676,Sascha Molders,92,,Forward,23,10,0,0,0,2,0,1,1,14,0,0,0,0,1,S,Sascha,Molders
677,Philipp Wollscheid,92,BL1,Defender,31,2,0,11,0,6,0,0,0,0,0,0,35,15,1,P,Philipp,Wollscheid
678,Christian Gentner,91,VFB,Midfielder,34,5,1,0,0,5,0,0,0,2,0,0,0,0,0,C,Christian,Gentner
679,Bastian Oczipka,91,EF,Defender,33,0,7,6,1,2,0,1,0,2,0,0,46,20,0,B,Bastian,Oczipka
680,Robbie Kruse,90,,Midfielder,29,4,7,0,0,10,0,1,1,8,0,0,0,0,0,R,Robbie,Kruse
681,Bas Dost,90,VFL,Forward,20,8,1,0,0,1,0,14,8,7,0,0,0,0,0,B,Bas,Dost
682,Roman Neustadter,90,SCH4,Defender,31,3,2,8,0,5,0,1,0,5,0,0,43,20,0,R,Roman,Neustadter
683,Ibrahima Traore,90,VFB,Midfielder,27,3,7,0,0,5,0,6,5,20,0,0,0,0,0,I,Ibrahima,Traore
684,Timmy Simons,89,FCN,Midfielder,34,5,0,0,0,4,0,0,0,2,0,0,0,0,0,T,Timmy,Simons
685,Heiko Westermann,88,HSV,Defender,34,3,2,7,1,4,0,0,0,1,0,0,53,27,0,H,Heiko,Westermann
686,Mario Gomez,88,BM1,Forward,9,11,1,0,0,0,0,12,12,6,0,0,0,0,0,M,Mario,Gomez
687,Nikolce Noveski,87,,Defender,32,2,0,9,0,5,0,1,0,0,0,0,41,18,0,N,Nikolce,Noveski
688,Stefan Reinartz,87,BL1,Defender,29,3,1,8,1,11,0,0,0,8,0,0,32,12,0,S,Stefan,Reinartz
689,Dani Schahin,86,,Forward,16,8,1,0,0,4,0,15,15,10,0,0,0,0,0,D,Dani,Schahin
690,Didier Ya Konan,86,H96,Forward,21,7,2,0,0,4,0,8,7,10,0,0,0,0,0,D,Didier,Konan
691,Roberto Firmino,84,,Midfielder,29,5,2,0,0,9,0,4,4,15,0,0,0,0,0,R,Roberto,Firmino
692,Mats Hummels,84,BD1,Defender,28,1,3,8,0,3,0,1,0,4,0,0,35,15,0,M,Mats,Hummels
693,Harvard Nordtveit,83,MON1,Defender,30,1,4,8,0,4,0,1,1,4,0,0,46,23,0,H,Harvard,Nordtveit
694,Fallou Diagne,83,SCF,Defender,29,1,1,8,4,3,1,2,1,4,0,0,36,18,0,F,Fallou,Diagne
695,Joel Matip,81,SCH4,Defender,32,3,0,7,0,4,0,2,0,1,0,0,47,22,0,J,Joel,Matip
696,Marko Arnautovic,81,WB1,Midfielder,21,5,6,0,0,9,0,5,5,9,0,0,0,0,0,M,Marko,Arnautovic
697,Timm Klose,81,FCN,Defender,32,2,1,7,0,5,0,0,0,2,0,0,44,19,0,T,Timm,Klose
698,Anderson Bamba,80,EF,Defender,28,1,2,7,0,3,0,0,0,1,0,0,33,12,0,A,Anderson,Bamba
699,Mohammed Abdellaoue,80,H96,Forward,12,8,1,0,0,1,0,17,14,11,0,0,0,0,0,M,Mohammed,Abdellaoue
700,Daniel Caligiuri,80,SCF,Midfielder,27,5,3,0,0,10,0,2,2,4,0,0,0,0,0,D,Daniel,Caligiuri
701,Edgar Prib,79,,Midfielder,25,3,6,0,0,4,0,2,2,3,0,1,0,0,0,E,Edgar,Prib
702,Tony Jantschke,79,MON1,Defender,31,1,1,9,0,6,0,1,0,2,0,0,43,21,0,T,Tony,Jantschke
703,Naldo,78,VFL,Defender,31,6,0,4,0,8,0,0,0,2,0,0,49,22,0,N,Naldo,Naldo
704,Axel Bellinghausen,78,,Midfielder,25,3,3,0,0,2,0,9,6,7,0,0,0,0,0,A,Axel,Bellinghausen
705,Marc Andre ter Stegen,78,MON1,Goalkeeper,34,0,0,9,0,2,0,0,0,1,0,0,49,24,0,M,Marc,Stegen
706,Claudio Pizarro,78,BM1,Forward,7,6,7,0,0,0,0,20,13,3,0,0,0,0,0,C,Claudio,Pizarro
707,Omer Toprak,78,BL1,Defender,26,1,1,9,1,8,1,0,0,3,0,0,25,9,0,O,Omer,Toprak
708,Neven Subotic,77,BD1,Defender,25,3,0,6,0,4,0,6,0,1,0,0,27,8,0,N,Neven,Subotic
709,Tomas Pekhart,77,FCN,Forward,23,4,2,0,0,3,0,11,8,12,0,0,0,0,0,T,Tomas,Pekhart
710,Dennis Diekmeier,77,HSV,Defender,31,0,4,8,0,7,0,2,1,1,0,0,47,23,0,D,Dennis,Diekmeier
711,Roman Weidenfeller,76,BD1,Goalkeeper,31,0,0,8,0,1,1,1,0,0,0,0,37,14,0,R,Roman,Weidenfeller
712,Martin Stranzl,76,MON1,Defender,26,5,0,5,1,4,1,2,0,1,0,0,36,16,0,M,Martin,Stranzl
713,Marcel Schmelzer,75,BD1,Defender,29,0,1,8,0,3,1,2,0,1,0,0,33,12,0,M,Marcel,Schmelzer
714,Daniel Baier,75,,Midfielder,33,2,2,0,0,7,0,0,0,1,0,0,0,0,0,D,Daniel,Baier
715,Alvaro Dominguez,74,MON1,Defender,30,2,0,9,0,8,0,1,0,0,0,0,42,21,1,A,Alvaro,Dominguez
716,Lewis Holtby,74,SCH4,Midfielder,18,4,7,0,0,4,0,1,1,12,0,0,0,0,0,L,Lewis,Holtby
717,Ilkay Gundogan,74,BD1,Midfielder,26,3,3,0,0,4,0,3,2,11,0,0,0,0,0,I,Ilkay,Gundogan
718,Sven Ulreich,74,VFB,Goalkeeper,34,0,0,8,0,2,0,0,0,0,1,0,55,29,0,S,Sven,Ulreich
719,Xherdan Shaqiri,73,BM1,Midfielder,13,4,5,0,0,1,0,19,13,7,0,0,0,0,0,X,Xherdan,Shaqiri
720,Luuk De Jong,73,MON1,Forward,17,6,2,0,0,3,0,7,6,11,0,0,0,0,0,L,Luuk,Jong
721,Benedikt Howedes,73,SCH4,Defender,32,0,1,8,0,3,0,2,0,0,0,0,47,23,0,B,Benedikt,Howedes
722,Christian Wetklo,72,,Goalkeeper,31,0,0,9,0,5,1,1,0,0,0,0,37,15,1,C,Christian,Wetklo
723,Simon Rolfes,72,BL1,Midfielder,26,3,2,0,0,3,0,7,4,5,0,1,0,0,0,S,Simon,Rolfes
724,Milan Badelj,72,HSV,Midfielder,30,1,5,0,0,9,0,1,1,9,0,0,0,0,0,M,Milan,Badelj
725,Joselu,72,,Forward,17,5,2,0,0,1,0,9,8,6,0,0,0,0,0,J,Joselu,Joselu
726,Zlatko Junuzovic,72,WB1,Midfielder,28,3,2,0,0,7,0,2,2,8,0,0,0,0,0,Z,Zlatko,Junuzovic
727,Jan Schlaudraff,72,H96,Forward,22,2,4,0,0,2,0,12,8,11,0,0,0,0,0,J,Jan,Schlaudraff
728,Stefan Reisinger,71,,Forward,15,7,0,0,0,3,0,12,9,9,0,0,0,0,0,S,Stefan,Reisinger
729,Mike Hanke,71,MON1,Forward,13,4,2,0,0,0,0,20,19,10,0,0,0,0,0,M,Mike,Hanke
730,Marcell Jansen,69,HSV,Defender,28,1,2,5,2,6,0,0,0,2,0,0,37,16,0,M,Marcell,Jansen
731,Diego Benaglio,69,VFL,Goalkeeper,34,0,0,5,0,1,0,0,0,0,1,0,52,23,0,D,Diego,Benaglio
732,Cedric Makiadi,69,SCF,Midfielder,26,3,2,0,0,4,0,3,3,8,0,0,0,0,1,C,Cedric,Makiadi
733,Timothy Chandler,69,FCN,Midfielder,29,1,3,0,0,4,0,2,1,5,0,0,0,0,0,T,Timothy,Chandler
734,Atsuto Uchida,69,SCH4,Defender,24,1,2,6,1,1,0,4,0,3,0,0,32,15,0,A,Atsuto,Uchida
735,Sejad Salihovic,68,,Midfielder,14,7,2,0,0,4,1,7,6,3,0,0,0,0,0,S,Sejad,Salihovic
736,Kevin Grosskreutz,68,BD1,Midfielder,19,2,4,0,0,2,0,14,10,7,0,0,0,0,0,K,Kevin,Grosskreutz
737,Oscar Wendt,68,MON1,Defender,21,1,3,6,0,1,0,13,0,1,0,0,26,11,0,O,Oscar,Wendt
738,Sebastian Jung,67,EF,Forward,32,1,1,0,0,5,0,0,0,1,0,0,0,0,0,S,Sebastian,Jung
739,Arjen Robben,67,BM1,Midfielder,11,5,5,0,0,0,0,9,5,7,0,0,0,0,0,A,Arjen,Robben
740,Fabian Johnson,66,,Defender,30,3,4,4,0,0,0,1,1,4,0,0,65,38,0,F,Fabian,Johnson
741,Konstantin Rausch,66,H96,Defender,25,3,3,6,0,3,0,7,5,3,0,0,58,34,0,K,Konstantin,Rausch
742,Johannes van den Bergh,65,,Midfielder,33,0,1,0,0,4,0,0,0,3,0,0,0,0,0,J,Johannes,Bergh
743,Rene Adler,65,HSV,Goalkeeper,32,0,0,7,0,5,0,0,0,0,1,0,52,27,0,R,Rene,Adler
744,Raphael Schafer,64,FCN,Goalkeeper,31,0,0,5,1,1,0,0,0,1,0,0,44,19,0,R,Raphael,Schafer
745,Hanno Balitsch,64,FCN,Midfielder,31,1,2,0,0,8,0,2,2,9,0,0,0,0,1,H,Hanno,Balitsch
746,Adam Bodzek,64,,Defender,29,2,1,6,1,9,0,0,0,6,0,0,46,24,0,A,Adam,Bodzek
747,Fabian Giefer,64,,Goalkeeper,34,0,0,7,1,3,0,0,0,1,0,0,57,31,0,F,Fabian,Giefer
748,Vieirinha,64,VFL,Midfielder,22,1,4,0,0,2,0,6,5,11,0,0,0,0,0,V,Vieirinha,Vieirinha
749,Ragnar Klavan,63,,Defender,29,0,0,7,1,5,0,4,1,1,0,0,43,21,0,R,Ragnar,Klavan
750,Ron-Robert Zieler,63,H96,Goalkeeper,34,0,0,8,0,1,0,0,0,0,0,0,62,36,0,R,Ron-Robert,Zieler
751,Jan Rosenthal,63,SCF,Midfielder,18,4,2,0,0,1,0,3,2,14,0,0,0,0,0,J,Jan,Rosenthal
752,Julian Schuster,62,SCF,Midfielder,31,1,3,0,0,11,0,1,0,6,0,0,0,0,1,J,Julian,Schuster
753,Dennis Aogo,62,HSV,Defender,22,2,4,2,4,2,0,6,5,7,0,0,44,23,0,D,Dennis,Aogo
754,Pavel Krmas,62,SCF,Defender,16,2,0,7,2,3,0,9,1,4,0,0,18,10,0,P,Pavel,Krmas
755,Sebastian Rode,62,EF,Midfielder,33,0,1,0,0,7,0,0,0,7,0,0,0,0,0,S,Sebastian,Rode
756,Sergio Pinto,61,H96,Midfielder,28,2,0,0,0,7,0,2,2,8,0,0,0,0,0,S,Sergio,Pinto
757,Artur Sobiech,61,H96,Forward,9,5,2,0,0,4,0,22,16,7,0,0,0,0,0,A,Artur,Sobiech
758,Carlos Zambrano,61,EF,Defender,30,0,0,7,0,11,0,0,0,3,0,0,39,16,0,C,Carlos,Zambrano
759,Georg Niedermeier,61,VFB,Defender,25,1,1,7,0,6,0,4,2,0,0,0,38,18,1,G,Georg,Niedermeier
760,Pirmin Schwegler,61,EF,Midfielder,25,2,2,0,0,7,0,2,2,4,0,0,0,0,0,P,Pirmin,Schwegler
761,Markus Feulner,60,FCN,Midfielder,17,4,2,0,0,3,1,11,6,4,0,0,0,0,0,M,Markus,Feulner
762,Andreas Lambertz,60,,Midfielder,26,1,4,0,0,8,0,3,2,9,0,0,0,0,1,A,Andreas,Lambertz
763,Jan Polak,60,VFL,Midfielder,26,1,2,0,0,4,0,1,1,7,0,0,0,0,0,J,Jan,Polak
764,Christian Fuchs,60,SCH4,Midfielder,23,0,5,0,0,7,0,8,6,3,0,0,0,0,0,C,Christian,Fuchs
765,Andreas Beck,60,,Defender,31,1,2,6,0,5,0,1,0,0,0,0,57,32,0,A,Andreas,Beck
766,Jan-Ingwer Callsen-Braker,60,,Defender,23,2,1,5,1,5,0,2,1,1,0,1,33,15,0,J,Jan-Ingwer,Callsen-Braker
767,Sidney Sam,59,BL1,Midfielder,10,5,2,0,0,2,0,14,12,10,0,1,0,0,0,S,Sidney,Sam
768,Jermaine Jones,59,SCH4,Midfielder,23,1,5,0,0,6,1,2,2,8,0,0,0,0,0,J,Jermaine,Jones
769,Elkin Soto,59,,Midfielder,24,1,2,0,0,4,0,4,4,9,0,0,0,0,0,E,Elkin,Soto
770,Kevin Trapp,59,EF,Goalkeeper,26,0,0,6,0,0,0,0,0,0,0,0,37,17,0,K,Kevin,Trapp
771,Stephen Furstner,58,,Midfielder,30,1,0,0,0,7,0,1,0,5,0,0,0,0,0,S,Stephen,Furstner
772,Junior Diaz,58,,Defender,15,1,3,5,1,3,0,11,3,3,0,0,20,8,0,J,Junior,Diaz
773,Holger Badstuber,58,BM1,Defender,12,0,1,8,0,0,0,1,0,2,0,0,5,1,0,H,Holger,Badstuber
774,Ivan Perisic,58,BD1,Midfielder,12,4,1,0,0,2,0,17,13,8,0,0,0,0,0,I,Ivan,Perisic
775,Alexander Esswein,58,FCN,Forward,19,2,1,0,0,1,0,13,8,13,0,0,0,0,0,A,Alexander,Esswein
776,Julian Baumgartlinger,58,,Midfielder,31,0,1,0,0,8,0,1,1,1,0,0,0,0,0,J,Julian,Baumgartlinger
777,Bo Svensson,57,,Defender,25,0,1,6,0,5,0,4,0,3,0,0,31,12,1,B,Bo,Svensson
778,Ja-Cheol Koo,57,,Midfielder,18,3,2,0,0,3,0,3,3,4,0,0,0,0,0,J,Ja-Cheol,Koo
779,Michal Kadlec,57,BL1,Defender,14,2,2,5,0,1,0,8,0,2,0,0,15,6,0,M,Michal,Kadlec
780,Dong-Won Ji,57,,Forward,17,5,0,0,0,2,0,0,0,6,0,0,0,0,0,D,Dong-Won,Ji
781,Marcel Schafer,56,VFL,Defender,22,0,2,3,2,0,0,12,9,4,0,0,45,19,0,M,Marcel,Schafer
782,Oliver Fink,56,,Midfielder,21,3,1,0,0,6,1,7,5,4,0,0,0,0,0,O,Oliver,Fink
783,Torben Marx,56,MON1,Midfielder,23,2,2,0,0,6,0,5,0,5,0,0,0,0,0,T,Torben,Marx
784,Javier Pinola,55,FCN,Defender,27,0,1,6,0,10,0,5,1,1,0,0,39,17,0,J,Javier,Pinola
785,Arthur Boka,55,VFB,Defender,23,1,1,4,4,4,0,7,2,7,0,0,38,21,0,A,Arthur,Boka
786,Matthias Ostrzolek,55,,Defender,22,0,2,5,2,5,0,9,3,2,0,0,35,17,0,M,Matthias,Ostrzolek
787,Matthias Ginter,55,SCF,Defender,21,1,0,5,3,3,0,4,2,1,0,0,32,17,0,M,Matthias,Ginter
788,Luiz Gustavo,55,BM1,Midfielder,16,4,1,0,0,6,0,8,6,3,0,0,0,0,0,L,Luiz,Gustavo
789,Sebastian Polter,55,FCN,Forward,10,5,0,0,0,6,0,22,16,6,0,0,0,0,0,S,Sebastian,Polter
790,Eljero Elia,55,WB1,Forward,22,0,3,0,0,0,0,8,2,18,0,0,0,0,0,E,Eljero,Elia
791,Mergim Mavraj,53,,Defender,32,0,0,5,0,6,0,0,0,2,0,0,52,25,0,M,Mergim,Mavraj
792,Daniel van Buyten,53,BM1,Defender,11,0,0,7,1,0,0,14,2,0,0,0,6,1,0,D,Daniel,Buyten
793,Marco Hoger,53,SCH4,Midfielder,15,3,2,0,0,5,0,10,7,5,0,0,0,0,0,M,Marco,Hoger
794,Felix Klaus,53,,Midfielder,19,2,1,0,0,3,0,7,5,9,0,0,0,0,0,F,Felix,Klaus
795,Nikola Durdic,53,,Forward,14,5,1,0,0,2,0,2,1,5,0,1,0,0,0,N,Nikola,Durdic
796,Makoto Hasebe,51,VFL,Midfielder,20,2,1,0,0,2,1,5,3,5,0,0,0,0,0,M,Makoto,Hasebe
797,Simon Kjaer,51,VFL,Defender,20,2,1,1,3,4,0,9,2,5,0,0,28,10,0,S,Simon,Kjaer
798,Ricardo Rodriguez,51,VFL,Defender,19,0,5,3,1,1,0,13,5,2,0,0,37,17,1,R,Ricardo,Rodriguez
799,Michel Bastos,50,SCH4,Midfielder,14,4,1,0,0,1,0,1,0,10,0,0,0,0,0,M,Michel,Bastos
800,Tobias Weis,50,,Midfielder,17,2,3,0,0,4,0,2,1,10,0,0,0,0,0,T,Tobias,Weis
801,Ken Ilso,50,,Midfielder,14,2,1,0,0,4,0,18,13,12,0,0,0,0,0,K,Ken,Ilso
802,Srdan Lakic,50,VFL,Forward,10,4,0,0,0,2,0,18,12,5,0,0,0,0,0,S,Srdan,Lakic
803,Rafinha,49,BM1,Defender,6,2,1,2,6,2,0,19,7,1,0,0,6,1,0,R,Rafinha,Rafinha
804,Nuri Sahin,48,BD1,Midfielder,9,3,3,0,0,0,0,8,6,0,0,0,0,0,0,N,Nuri,Sahin
805,Stelios Malezas,48,,Defender,21,0,0,6,0,3,0,2,0,2,0,0,30,15,0,S,Stelios,Malezas
806,Stefano Celozzi,48,EF,Defender,6,0,3,4,3,3,0,28,21,1,0,0,33,13,0,S,Stefano,Celozzi
807,Mike Frantz,48,FCN,Midfielder,19,1,0,0,0,3,0,11,8,14,0,0,0,0,0,M,Mike,Frantz
808,Jens Hegeler,48,BL1,Defender,5,3,0,1,7,3,0,27,22,4,0,0,33,14,0,J,Jens,Hegeler
809,Raffael,48,SCH4,Forward,7,2,5,0,0,0,0,10,9,2,0,0,0,0,0,R,Raffael,Raffael
810,Zoltan Stieber,47,,Midfielder,14,3,1,0,0,1,0,4,2,5,0,0,0,0,0,Z,Zoltan,Stieber
811,Sven Schipplock,47,,Forward,7,5,1,0,0,4,0,16,9,6,0,0,0,0,0,S,Sven,Schipplock
812,Kevin Vogt,47,,Midfielder,20,1,1,0,0,6,1,11,8,4,0,0,0,0,0,K,Kevin,Vogt
813,Gotoku Sakai,47,VFB,Defender,27,0,0,7,0,4,1,1,0,1,0,0,45,25,1,G,Gotoku,Sakai
814,Michael Mancienne,47,HSV,Defender,21,0,0,5,0,2,0,1,0,2,0,0,29,13,0,M,Michael,Mancienne
815,Igor De Camargo,47,MON1,Forward,11,3,0,0,0,1,0,19,11,8,0,0,0,0,0,I,Igor,Camargo
816,Takashi Usami,46,,Midfielder,15,2,1,0,0,2,0,10,5,9,0,0,0,0,0,T,Takashi,Usami
817,Alexsandar Ignjovski,46,WB1,Midfielder,17,1,2,0,0,2,0,15,3,4,0,0,0,0,0,A,Alexsandar,Ignjovski
818,Lars Stindl,46,H96,Forward,17,2,3,0,0,5,0,1,1,2,0,0,0,0,1,L,Lars,Stindl
819,Torsten Oehrl,46,,Forward,11,1,1,0,0,0,0,20,16,6,0,0,0,0,0,T,Torsten,Oehrl
820,Jan Moravek,46,,Midfielder,16,1,2,0,0,2,0,7,5,12,0,0,0,0,0,J,Jan,Moravek
821,Sebastian Rudy,46,,Midfielder,21,0,3,0,0,7,0,2,2,7,0,0,0,0,0,S,Sebastian,Rudy
822,Sokratis Papastathopoulos,45,WB1,Defender,29,1,0,3,0,5,0,0,0,1,0,0,51,25,0,S,Sokratis,Papastathopoulos
823,Sercan Sararer,45,,Midfielder,21,1,0,0,0,3,0,1,1,9,0,0,0,0,0,S,Sercan,Sararer
824,Fagner,44,VFL,Defender,24,0,1,3,1,5,0,6,2,6,0,0,40,18,0,F,Fagner,Fagner
825,Jens Langeneke,44,,Defender,16,2,0,5,1,4,0,8,0,1,0,0,26,16,0,J,Jens,Langeneke
826,Maximilian Beister,44,HSV,Forward,8,3,1,0,0,2,1,20,15,5,0,0,0,0,0,M,Maximilian,Beister
827,Mohammed Amsif,44,,Goalkeeper,17,0,0,5,0,0,0,17,0,0,0,0,22,10,0,M,Mohammed,Amsif
828,Lukas Schmitz,43,WB1,Midfielder,20,0,1,0,0,3,0,11,3,2,0,0,0,0,0,L,Lukas,Schmitz
829,Bernd Nehrig,43,,Defender,24,1,0,3,1,5,0,6,2,7,0,1,41,19,0,B,Bernd,Nehrig
830,Sebastian Mielitz,43,WB1,Goalkeeper,34,0,0,3,0,2,0,0,0,0,0,0,66,35,0,S,Sebastian,Mielitz
831,Roel Brouwers,43,MON1,Defender,15,1,1,3,3,1,0,18,6,0,0,0,30,15,1,R,Roel,Brouwers
832,Serdar Tasci,42,VFB,Defender,25,0,0,4,2,3,1,1,0,1,0,0,41,22,0,S,Serdar,Tasci
833,Eugen Polanski,42,,Midfielder,18,0,3,0,0,5,1,8,5,7,0,0,0,0,0,E,Eugen,Polanski
834,Sebastian Kehl,42,BD1,Midfielder,19,0,1,0,0,2,0,6,3,10,0,0,0,0,0,S,Sebastian,Kehl
835,Cristian Molinaro,42,VFB,Defender,19,0,1,2,4,4,0,13,6,2,0,0,36,17,0,C,Cristian,Molinaro
836,Sebastian Boenisch,42,BL1,Defender,12,0,3,4,1,5,0,11,3,0,0,0,17,7,0,S,Sebastian,Boenisch
837,Filip Daems,41,MON1,Defender,16,1,0,4,2,4,0,8,3,0,0,0,28,15,0,F,Filip,Daems
838,Shawn Parker,41,,Forward,10,3,2,0,0,3,1,12,6,7,0,0,0,0,0,S,Shawn,Parker
839,Timo Hildebrand,41,SCH4,Goalkeeper,21,0,0,4,0,0,0,7,0,0,0,0,34,17,0,T,Timo,Hildebrand
840,Paul Verhaegh,41,,Defender,16,0,1,4,2,2,0,1,1,1,0,0,24,13,0,P,Paul,Verhaegh
841,Martin Lanig,40,EF,Midfielder,4,3,1,0,0,1,0,28,15,4,0,0,0,0,0,M,Martin,Lanig
842,Marcel De Jong,40,,Midfielder,14,1,1,0,0,2,0,19,6,3,0,0,0,0,0,M,Marcel,Jong
843,Karim Matmour,40,EF,Forward,12,1,1,0,0,4,0,19,12,8,0,0,0,0,0,K,Karim,Matmour
844,Johannes Flum,40,SCF,Midfielder,10,1,0,0,0,1,0,17,16,2,0,0,0,0,0,J,Johannes,Flum
845,Julian Schieber,40,BD1,Forward,6,3,0,0,0,4,0,27,17,1,0,0,0,0,0,J,Julian,Schieber
846,Mensur Mujdza,40,SCF,Midfielder,21,0,1,0,0,7,0,4,2,5,0,0,0,0,0,M,Mensur,Mujdza
847,Sven Bender,39,BD1,Midfielder,15,1,0,0,0,1,0,10,5,3,0,0,0,0,0,S,Sven,Bender
848,Mathieu Delpierre,39,,Defender,22,1,1,4,1,2,0,3,1,2,0,0,45,27,1,M,Mathieu,Delpierre
849,Timo Gebhart,39,FCN,Midfielder,12,2,1,0,0,4,0,6,6,6,0,0,0,0,0,T,Timo,Gebhart
850,Mario Eggiman,39,H96,Defender,21,1,1,3,1,2,0,2,1,3,0,0,42,24,0,M,Mario,Eggiman
851,Steve Cherundolo,39,H96,Defender,20,0,1,5,0,1,0,4,0,3,0,0,38,23,0,S,Steve,Cherundolo
852,Robert Mak,39,FCN,Forward,9,1,2,0,0,0,0,16,10,5,0,0,0,0,0,R,Robert,Mak
853,Granit Xhaka,39,MON1,Midfielder,15,1,0,0,0,3,0,17,7,3,0,0,0,0,0,G,Granit,Xhaka
854,Marco Caligiuri,39,,Midfielder,13,1,0,0,0,1,0,15,9,8,0,0,0,0,0,M,Marco,Caligiuri
855,Tolgay Arslan,39,HSV,Midfielder,19,0,1,0,0,8,0,8,6,8,0,0,0,0,0,T,Tolgay,Arslan
856,William Kvist,39,VFB,Midfielder,21,0,0,0,0,5,0,8,2,4,0,0,0,0,0,W,William,Kvist
857,Raphael Holzhauser,39,VFB,Midfielder,14,0,2,0,0,2,0,17,7,13,0,0,0,0,0,R,Raphael,Holzhauser
858,Moritz Leitner,38,BD1,Midfielder,8,0,2,0,0,1,0,26,17,5,0,0,0,0,0,M,Moritz,Leitner
859,Tobias Levels,38,,Defender,17,0,1,6,0,5,0,14,2,1,0,0,33,20,0,T,Tobias,Levels
